Check_Ave,Date,Item_Count,Location,Sub-total
7.34,1/4/2018,60,Tylers,171.17
5.86,1/5/2018,27,ETC,79.4
7.87,1/5/2018,621,THC,"1,245.99"
7.37,1/5/2018,187,Tylers,617.01
4.37,1/5/2018,58,8:15,136.6
27.63,1/5/2018,19,Post Office,442.06
7.48,1/6/2018,320,Robins Cntr West,987
9.71,1/6/2018,243,Robins Cntr East,738
4.48,1/8/2018,204,HDC,918.78
5.53,1/8/2018,111,8:15,297.54
19.05,1/8/2018,23,Post Office,399.58
7.39,1/8/2018,1079,THC,"1,734.70"
5.01,1/8/2018,74,ETC,165.46
0,1/8/2018,1,Cellar,0
0,1/9/2018,,Lou's,0
140.58,1/9/2018,22,Post Office,"2,811.69"
4.94,1/9/2018,119,8:15,306.5
7.75,1/9/2018,857,THC,"1,523.41"
6.8,1/9/2018,920,Robins Cntr East,"3,331.00"
7.47,1/9/2018,1013,Robins Cntr West,"3,606.00"
5.83,1/9/2018,108,ETC,308.41
4.42,1/9/2018,198,HDC,888.85
4.87,1/10/2018,129,8:15,343.04
4.91,1/10/2018,254,HDC,"1,290.34"
0,1/10/2018,,Cellar,0
7.09,1/10/2018,90,ETC,209.21
14.42,1/10/2018,25,Post Office,273.84
7.25,1/10/2018,1344,THC,"1,985.88"
16.65,1/11/2018,17,Post Office,283.01
7.84,1/11/2018,1043,THC,"1,997.04"
4.19,1/11/2018,264,HDC,"1,172.85"
4.79,1/11/2018,104,8:15,273.78
0,1/11/2018,,Passport,0
9.28,1/11/2018,122,ETC,448.85
7.59,1/12/2018,650,THC,"1,278.44"
8.08,1/12/2018,402,HDC,"2,593.39"
4.85,1/12/2018,102,8:15,268.25
9.4,1/12/2018,156,ETC,494.49
0,1/12/2018,,Lou's,0
9.38,1/12/2018,20,Post Office,158.34
9.15,1/13/2018,309,HDC,"2,938.00"
7.71,1/13/2018,1557,Robins Cntr East,"5,388.00"
7.53,1/13/2018,1546,Robins Cntr West,"5,356.00"
9.01,1/14/2018,2099,ETC,"6,796.92"
7.44,1/14/2018,139,Robins Cntr East,424
0.73,1/14/2018,1694,HDC,"1,235.13"
7.29,1/14/2018,245,Robins Cntr West,751
9.85,1/15/2018,25,Post Office,227.71
6.15,1/15/2018,959,Tylers,"3,364.45"
0.58,1/15/2018,2613,HDC,"1,523.30"
4.25,1/15/2018,222,8:15,542.8
8.06,1/15/2018,2610,ETC,"8,635.85"
0,1/15/2018,,Lou's,0
15.16,1/15/2018,473,Cellar,"2,156.98"
6.91,1/15/2018,142,Dean's Den,407.71
15.37,1/16/2018,486,Cellar,"2,049.66"
7.65,1/16/2018,2885,ETC,"9,524.91"
6.95,1/16/2018,1564,Passport,"5,031.20"
6.26,1/16/2018,206,Dean's Den,626.07
7.29,1/16/2018,808,THC,"1,440.32"
11.1,1/16/2018,63,Post Office,600.7
3.83,1/16/2018,1111,8:15,"2,771.29"
6.81,1/16/2018,963,Tylers,"3,589.54"
0.41,1/16/2018,4637,HDC,"1,946.51"
5.6,1/16/2018,1177,Lou's,"3,478.38"
7.35,1/17/2018,44,Post Office,279.49
0,1/17/2018,,Stadium East,0
6.95,1/17/2018,1094,Tylers,"3,996.03"
5.79,1/17/2018,1163,Lou's,"3,612.60"
0.43,1/17/2018,4382,HDC,"1,904.21"
13.97,1/17/2018,752,Cellar,"3,042.93"
7.06,1/17/2018,1415,Passport,"4,668.36"
7.78,1/17/2018,368,THC,626.77
6.4,1/17/2018,261,Dean's Den,749.21
3.87,1/17/2018,1204,8:15,"3,059.55"
6.95,1/17/2018,2541,ETC,"8,059.39"
17.26,1/18/2018,633,Cellar,"2,850.64"
9.36,1/18/2018,768,THC,"1,546.53"
7.13,1/18/2018,1385,Passport,"4,648.16"
7.16,1/18/2018,2691,ETC,"8,535.35"
3.93,1/18/2018,986,8:15,"2,598.34"
6.71,1/18/2018,1067,Tylers,"4,017.69"
0.48,1/18/2018,4108,HDC,"2,000.47"
5.79,1/18/2018,256,Dean's Den,700.4
9.51,1/18/2018,39,Post Office,336.27
5.64,1/18/2018,957,Lou's,"2,941.42"
0.48,1/19/2018,3507,HDC,"1,720.89"
26.01,1/19/2018,45,Post Office,"1,087.63"
5.87,1/19/2018,315,Lou's,975.99
16.74,1/19/2018,1080,Cellar,"4,582.57"
7.09,1/19/2018,2339,ETC,"7,594.07"
4,1/19/2018,604,8:15,"1,526.09"
7.17,1/19/2018,1020,Tylers,"3,832.49"
9.83,1/19/2018,1045,THC,"2,432.31"
7.1,1/19/2018,1254,Passport,"3,997.18"
6.99,1/20/2018,1591,Robins Cntr East,"5,446.00"
6.82,1/20/2018,1344,Robins Cntr West,"4,592.00"
0.47,1/20/2018,2843,HDC,"1,345.63"
4.15,1/20/2018,381,8:15,975.98
15.42,1/20/2018,1163,Cellar,"5,045.81"
7.5,1/20/2018,741,Passport,"2,013.10"
7.36,1/20/2018,2180,ETC,"7,026.76"
4.22,1/21/2018,936,8:15,"2,456.49"
8.76,1/21/2018,586,Tylers,"2,536.66"
0.59,1/21/2018,2878,HDC,"1,674.03"
6.6,1/21/2018,198,Robins Cntr West,601
7.35,1/21/2018,2470,ETC,"7,881.01"
14.39,1/21/2018,860,Cellar,"3,574.98"
6.24,1/21/2018,333,Dean's Den,891.81
7.44,1/21/2018,150,Robins Cntr East,454
6.06,1/22/2018,1381,Lou's,"4,173.79"
6.22,1/22/2018,412,Dean's Den,"1,112.20"
8.73,1/22/2018,46,Post Office,336.95
0.33,1/22/2018,3,Stadium East,3
3.87,1/22/2018,1572,8:15,"3,962.36"
7.09,1/22/2018,1263,THC,"1,820.55"
7,1/22/2018,3349,ETC,"10,302.52"
18.11,1/22/2018,533,Cellar,"2,303.63"
7.49,1/22/2018,1252,Tylers,"4,983.71"
0.42,1/22/2018,4313,HDC,"1,824.50"
7.11,1/22/2018,1833,Passport,"5,907.87"
0,1/23/2018,0,Robins Cntr West,0
7.44,1/23/2018,1310,Tylers,"5,132.91"
8.17,1/23/2018,1022,THC,"1,898.88"
4,1/23/2018,1622,8:15,"4,198.12"
0.53,1/23/2018,4171,HDC,"2,224.34"
12.37,1/23/2018,655,Cellar,"2,853.80"
6.95,1/23/2018,3410,ETC,"10,086.03"
6.74,1/23/2018,1847,Passport,"5,732.51"
6,1/23/2018,1295,Lou's,"4,042.26"
6.1,1/23/2018,319,Dean's Den,860.54
13.6,1/23/2018,41,Post Office,485.76
0.3,1/23/2018,3,Stadium East,3
5.62,1/24/2018,1383,Lou's,"4,216.83"
0.59,1/24/2018,4310,HDC,"2,596.09"
13.26,1/24/2018,35,Post Office,449.29
7.2,1/24/2018,3139,ETC,"9,519.96"
6.88,1/24/2018,1904,Passport,"6,004.77"
8.46,1/24/2018,1270,THC,"2,139.73"
0,1/24/2018,,Stadium West,0
5.13,1/24/2018,104,Robins Cntr West,318
4.01,1/24/2018,1717,8:15,"4,355.64"
14.23,1/24/2018,1045,Cellar,"4,961.69"
5.49,1/24/2018,300,Dean's Den,762.84
7.64,1/24/2018,1294,Tylers,"4,949.11"
5.48,1/24/2018,79,Robins Cntr East,241
8.42,1/25/2018,1054,THC,"2,198.86"
17.21,1/25/2018,888,Cellar,"3,749.01"
7.21,1/25/2018,1811,Passport,"5,715.58"
7.01,1/25/2018,3241,ETC,"9,988.62"
7.14,1/25/2018,1182,Tylers,"4,614.61"
3.93,1/25/2018,1332,8:15,"3,308.76"
5.4,1/25/2018,272,Dean's Den,756.5
0.5,1/25/2018,3898,HDC,"1,979.24"
5.72,1/25/2018,1159,Lou's,"3,562.37"
15.01,1/25/2018,36,Post Office,522.84
9.38,1/26/2018,54,Post Office,455.24
4.23,1/26/2018,688,8:15,"1,725.63"
7.47,1/26/2018,981,Tylers,"3,850.10"
0.61,1/26/2018,3261,HDC,"2,044.39"
5.64,1/26/2018,265,Lou's,853.42
7.17,1/26/2018,2904,ETC,"8,869.65"
14.94,1/26/2018,860,Cellar,"3,440.17"
7.31,1/26/2018,1565,Passport,"4,835.21"
7.96,1/26/2018,949,THC,"1,650.83"
15.87,1/27/2018,1178,Cellar,"4,672.05"
7.43,1/27/2018,563,Passport,"1,596.99"
7.48,1/27/2018,2186,ETC,"6,841.35"
0.57,1/27/2018,2455,HDC,"1,379.92"
4.32,1/27/2018,463,8:15,"1,224.80"
3.89,1/28/2018,1405,8:15,"3,640.99"
8.35,1/28/2018,888,Tylers,"3,750.91"
0.55,1/28/2018,2853,HDC,"1,567.80"
7.51,1/28/2018,3160,ETC,"8,988.14"
14.44,1/28/2018,1048,Cellar,"4,073.64"
6.65,1/28/2018,374,Dean's Den,"1,017.80"
16.41,1/29/2018,649,Cellar,"2,697.62"
7.46,1/29/2018,1082,THC,"1,699.44"
6.84,1/29/2018,3198,ETC,"9,611.87"
6.42,1/29/2018,464,Dean's Den,"1,295.80"
11.19,1/29/2018,54,Post Office,552.95
6.03,1/29/2018,1605,Lou's,"5,035.51"
4.1,1/29/2018,1993,8:15,"5,137.67"
7.25,1/29/2018,1988,Passport,"6,112.84"
0.46,1/29/2018,4224,HDC,"1,936.93"
7.26,1/29/2018,1157,Tylers,"4,561.48"
9.6,1/30/2018,36,Post Office,325.67
0.45,1/30/2018,3976,HDC,"1,816.82"
7.35,1/30/2018,1856,Passport,"5,934.36"
5.98,1/30/2018,1436,Lou's,"4,441.87"
7.33,1/30/2018,1341,Tylers,"5,132.07"
6.63,1/30/2018,371,Dean's Den,"1,107.92"
17.07,1/30/2018,709,Cellar,"2,989.34"
7.85,1/30/2018,873,THC,"1,518.12"
6.88,1/30/2018,3308,ETC,"9,965.23"
4.08,1/30/2018,1915,8:15,"4,780.43"
5.88,1/31/2018,364,Dean's Den,"1,017.74"
7.12,1/31/2018,1291,THC,"1,824.24"
0.42,1/31/2018,4007,HDC,"1,696.32"
7.12,1/31/2018,3535,ETC,"11,135.73"
7.05,1/31/2018,1949,Passport,"6,102.31"
7.37,1/31/2018,1326,Tylers,"5,092.25"
15.92,1/31/2018,999,Cellar,"4,781.65"
4.12,1/31/2018,1747,8:15,"4,480.54"
24.42,1/31/2018,54,Post Office,"1,170.97"
5.94,1/31/2018,1503,Lou's,"4,655.57"
3.97,2/1/2018,1370,8:15,"3,424.21"
7.25,2/1/2018,1141,Tylers,"4,335.84"
0.64,2/1/2018,4233,HDC,"2,749.44"
8.11,2/1/2018,898,THC,"1,734.20"
7.11,2/1/2018,1983,Passport,"5,931.37"
15.13,2/1/2018,654,Cellar,"2,626.40"
7.23,2/1/2018,3435,ETC,"10,492.37"
5.54,2/1/2018,348,Dean's Den,986.72
5.69,2/1/2018,1115,Lou's,"3,417.19"
13.15,2/1/2018,35,Post Office,377.47
6.1,2/2/2018,395,Lou's,"1,257.69"
9.87,2/2/2018,34,Post Office,274.5
7.59,2/2/2018,1004,Tylers,"3,771.24"
8.2,2/2/2018,1079,THC,"2,211.12"
4.16,2/2/2018,770,8:15,"1,942.20"
16.46,2/2/2018,956,Cellar,"4,002.13"
0.72,2/2/2018,3139,HDC,"2,306.16"
7.41,2/2/2018,1513,Passport,"4,482.75"
7.51,2/2/2018,2785,ETC,"8,886.31"
8.07,2/3/2018,1991,Robins Cntr West,"6,945.00"
4.4,2/3/2018,369,8:15,"1,018.09"
0.58,2/3/2018,2142,HDC,"1,223.29"
14.99,2/3/2018,1063,Cellar,"4,242.40"
7.33,2/3/2018,467,Passport,"1,297.45"
7.91,2/3/2018,1913,ETC,"6,545.84"
7.81,2/3/2018,1994,Robins Cntr East,"7,008.00"
5.69,2/4/2018,280,Dean's Den,722.86
7.2,2/4/2018,170,Robins Cntr West,533
7.39,2/4/2018,255,Robins Cntr East,776
4.29,2/4/2018,1111,8:15,"2,829.78"
8.48,2/4/2018,2945,ETC,"9,512.88"
16.29,2/4/2018,849,Cellar,"3,575.45"
0.35,2/4/2018,2427,HDC,834.82
7.87,2/4/2018,447,Tylers,"1,888.13"
7.73,2/5/2018,1159,THC,"1,948.55"
6.99,2/5/2018,3339,ETC,"10,358.04"
7.25,2/5/2018,1991,Passport,"6,111.88"
4.07,2/5/2018,2070,8:15,"5,269.28"
7.43,2/5/2018,1302,Tylers,"5,219.47"
14.78,2/5/2018,490,Cellar,"1,930.99"
6.64,2/5/2018,451,Dean's Den,"1,315.15"
6.11,2/5/2018,1562,Lou's,"4,752.92"
9.7,2/5/2018,55,Post Office,481.74
0.36,2/5/2018,4084,HDC,"1,488.53"
5.58,2/6/2018,1418,Lou's,"4,326.11"
0,2/6/2018,,Stadium East,0
0.4,2/6/2018,4125,HDC,"1,654.27"
4,2/6/2018,2083,8:15,"5,187.17"
7.2,2/6/2018,43,Post Office,300.43
7.31,2/6/2018,1846,Passport,"5,894.85"
0,2/6/2018,0,Robins Cntr West,0
0,2/6/2018,,Stadium West,0
6.91,2/6/2018,3469,ETC,"10,626.06"
14.23,2/6/2018,564,Cellar,"2,237.27"
11.5,2/6/2018,939,THC,"2,559.18"
5.75,2/6/2018,388,Dean's Den,"1,076.13"
7.25,2/6/2018,1189,Tylers,"4,715.78"
0,2/6/2018,0,Robins Cntr East,0
7.33,2/7/2018,3506,ETC,"10,991.38"
15.71,2/7/2018,1171,Cellar,"5,209.96"
7.24,2/7/2018,2046,Passport,"6,255.26"
6.29,2/7/2018,2252,Robins Cntr East,"7,646.00"
5.06,2/7/2018,388,Dean's Den,"1,022.48"
0.46,2/7/2018,3797,HDC,"1,785.64"
4.21,2/7/2018,2009,8:15,"5,115.20"
7.5,2/7/2018,1431,THC,"2,102.59"
6.34,2/7/2018,1773,Robins Cntr West,"5,989.00"
8.47,2/7/2018,25,Post Office,210.66
5.89,2/7/2018,1453,Lou's,"4,723.76"
7.38,2/7/2018,1332,Tylers,"5,158.40"
16.64,2/8/2018,39,Post Office,596.89
4.08,2/8/2018,1562,8:15,"3,958.91"
7.29,2/8/2018,1222,Tylers,"4,735.49"
5.65,2/8/2018,1128,Lou's,"3,551.13"
0.41,2/8/2018,3659,HDC,"1,519.95"
7.72,2/8/2018,3521,ETC,"10,800.95"
14.16,2/8/2018,643,Cellar,"2,610.56"
7.09,2/8/2018,1834,Passport,"5,674.42"
6.37,2/8/2018,418,Dean's Den,"1,165.92"
8.54,2/8/2018,1106,THC,"1,935.02"
15.69,2/9/2018,869,Cellar,"3,856.17"
7.63,2/9/2018,1567,Passport,"4,858.08"
7.73,2/9/2018,874,THC,"1,637.23"
13.16,2/9/2018,49,Post Office,589.95
6.11,2/9/2018,425,Lou's,"1,311.78"
0.66,2/9/2018,3155,HDC,"2,087.35"
7.4,2/9/2018,1207,Tylers,"4,646.03"
7.24,2/9/2018,3065,ETC,"9,384.02"
4.18,2/9/2018,734,8:15,"1,840.40"
7.78,2/10/2018,562,Passport,"1,653.81"
7.41,2/10/2018,96,Stadium West,326
4.16,2/10/2018,471,8:15,"1,237.77"
0.46,2/10/2018,2237,HDC,"1,005.97"
7.77,2/10/2018,2480,ETC,"8,034.55"
16.09,2/10/2018,1200,Cellar,"4,818.74"
6.6,2/11/2018,404,Dean's Den,"1,122.52"
0.5,2/11/2018,2820,HDC,"1,405.69"
7.91,2/11/2018,3260,ETC,"10,454.49"
15.23,2/11/2018,986,Cellar,"4,011.98"
4.1,2/11/2018,1595,8:15,"4,054.82"
8.32,2/11/2018,884,Tylers,"3,658.48"
4.05,2/12/2018,2230,8:15,"5,561.93"
0.42,2/12/2018,4224,HDC,"1,805.74"
7.43,2/12/2018,1274,THC,"1,845.93"
5.88,2/12/2018,1459,Lou's,"4,471.03"
15.36,2/12/2018,519,Cellar,"1,944.59"
7.06,2/12/2018,1817,Passport,"5,562.81"
7.2,2/12/2018,1230,Tylers,"4,794.46"
6.24,2/12/2018,386,Dean's Den,"1,042.00"
9.05,2/12/2018,67,Post Office,576.18
7.31,2/12/2018,3604,ETC,"11,104.72"
6.48,2/13/2018,328,Dean's Den,894
5.87,2/13/2018,1503,Lou's,"4,508.65"
4.12,2/13/2018,2136,8:15,"5,497.36"
0.46,2/13/2018,4114,HDC,"1,889.36"
7.25,2/13/2018,1226,Tylers,"4,776.12"
7.67,2/13/2018,943,THC,"1,719.43"
6.74,2/13/2018,3367,ETC,"10,172.29"
7.52,2/13/2018,1836,Passport,"5,793.21"
9.27,2/13/2018,43,Post Office,377.42
15.46,2/13/2018,677,Cellar,"2,791.55"
4.1,2/14/2018,1945,8:15,"5,013.56"
7.16,2/14/2018,1202,Tylers,"4,628.12"
0.92,2/14/2018,3890,HDC,"3,541.15"
7.36,2/14/2018,997,THC,"1,603.55"
16.7,2/14/2018,1122,Cellar,"4,898.86"
7.45,2/14/2018,1983,Passport,"6,311.01"
7.42,2/14/2018,3444,ETC,"10,762.08"
5.63,2/14/2018,1451,Lou's,"4,357.20"
5.24,2/14/2018,315,Dean's Den,875.31
35.53,2/14/2018,48,Post Office,"1,703.51"
5.49,2/15/2018,1246,Lou's,"3,752.36"
5.85,2/15/2018,403,Dean's Den,"1,110.77"
10.67,2/15/2018,29,Post Office,287.02
9.91,2/15/2018,1159,THC,"2,622.57"
7.08,2/15/2018,1184,Tylers,"4,474.96"
15.28,2/15/2018,655,Cellar,"2,684.92"
3.99,2/15/2018,1675,8:15,"4,187.41"
0.44,2/15/2018,3656,HDC,"1,599.56"
6.91,2/15/2018,3350,ETC,"10,498.48"
7.27,2/15/2018,2038,Passport,"6,283.00"
7.92,2/16/2018,1707,Passport,"5,173.68"
7.74,2/16/2018,1046,THC,"1,885.40"
4.14,2/16/2018,802,8:15,"1,977.33"
7.59,2/16/2018,2918,ETC,"9,386.03"
7.39,2/16/2018,966,Tylers,"3,676.01"
0.61,2/16/2018,3014,HDC,"1,845.56"
15.37,2/16/2018,964,Cellar,"4,124.22"
10.99,2/16/2018,29,Post Office,273.82
5.98,2/16/2018,422,Lou's,"1,266.21"
8.35,2/17/2018,2112,Robins Cntr West,"7,611.00"
7.49,2/17/2018,2217,ETC,"7,239.89"
3.97,2/17/2018,557,8:15,"1,407.62"
16.65,2/17/2018,1173,Cellar,"4,666.56"
7.97,2/17/2018,2079,Robins Cntr East,"7,511.00"
1.01,2/17/2018,2414,HDC,"2,403.33"
7.53,2/17/2018,508,Passport,"1,463.77"
6,2/17/2018,516,Stadium West,"1,547.00"
7.57,2/18/2018,2967,ETC,"9,360.02"
8.47,2/18/2018,771,Tylers,"3,223.65"
7.13,2/18/2018,468,Robins Cntr East,"1,441.00"
15.94,2/18/2018,973,Cellar,"3,884.74"
5.84,2/18/2018,310,Dean's Den,869.56
0.71,2/18/2018,2878,HDC,"2,039.14"
4.1,2/18/2018,1799,8:15,"4,599.55"
8.06,2/18/2018,515,Robins Cntr West,"1,579.00"
12.52,2/19/2018,32,Post Office,362.34
0.57,2/19/2018,4282,HDC,"2,464.91"
4.03,2/19/2018,2344,8:15,"5,945.48"
5.77,2/19/2018,1573,Lou's,"4,596.84"
7.4,2/19/2018,1999,Passport,"6,195.41"
7.39,2/19/2018,1390,Tylers,"5,233.04"
16.36,2/19/2018,662,Cellar,"2,600.59"
7.05,2/19/2018,3417,ETC,"10,601.68"
6.29,2/19/2018,438,Dean's Den,"1,202.12"
6.13,2/20/2018,148,Stadium West,515
15.32,2/20/2018,680,Cellar,"3,074.65"
6.91,2/20/2018,3555,ETC,"10,920.94"
7.35,2/20/2018,2232,Passport,"6,937.97"
4.08,2/20/2018,2189,8:15,"5,558.35"
5.32,2/20/2018,369,Dean's Den,"1,000.27"
7.45,2/20/2018,1187,THC,"1,960.68"
0.49,2/20/2018,3975,HDC,"1,932.37"
10.29,2/20/2018,47,Post Office,451.48
5.69,2/20/2018,1577,Lou's,"4,594.21"
7.32,2/20/2018,1351,Tylers,"5,258.45"
11.36,2/21/2018,34,Post Office,351.67
7.44,2/21/2018,1309,Tylers,"5,053.07"
3.93,2/21/2018,2255,8:15,"5,555.43"
0.47,2/21/2018,4171,HDC,"1,992.21"
5.7,2/21/2018,1636,Lou's,"4,667.44"
6.69,2/21/2018,86,Robins Cntr East,261
7,2/21/2018,2280,Passport,"6,914.56"
14.42,2/21/2018,1053,Cellar,"4,656.75"
6.29,2/21/2018,88,Robins Cntr West,264
6.7,2/21/2018,3526,ETC,"10,857.12"
5.61,2/21/2018,414,Dean's Den,"1,138.87"
8.66,2/21/2018,1464,THC,"2,298.76"
6.08,2/22/2018,348,Dean's Den,984.78
16.54,2/22/2018,901,Cellar,"3,613.65"
8.41,2/22/2018,1110,THC,"2,184.30"
0,2/22/2018,0,Stadium East,0
7.63,2/22/2018,34,Post Office,235.89
0.51,2/22/2018,3758,HDC,"1,931.85"
5.33,2/22/2018,1094,Lou's,"3,586.73"
7.24,2/22/2018,2010,Passport,"6,247.90"
7.33,2/22/2018,1244,Tylers,"4,790.30"
7.3,2/22/2018,3685,ETC,"11,425.43"
4.13,2/22/2018,1803,8:15,"4,567.82"
0.78,2/23/2018,2992,HDC,"2,330.97"
26.48,2/23/2018,18,Post Office,476.39
6.93,2/23/2018,2807,ETC,"8,751.86"
7.52,2/23/2018,1570,Passport,"4,674.17"
4.08,2/23/2018,848,8:15,"2,084.27"
7.33,2/23/2018,887,Tylers,"3,394.07"
5.68,2/23/2018,428,Lou's,"1,313.76"
4.35,2/23/2018,60,Stadium East,174
8.6,2/23/2018,1236,THC,"2,499.23"
14.23,2/23/2018,808,Cellar,"3,305.18"
6.47,2/24/2018,179,Stadium East,582
8.66,2/24/2018,2148,Robins Cntr East,"7,836.00"
4.11,2/24/2018,427,8:15,"1,099.20"
1.13,2/24/2018,2489,HDC,"2,704.09"
7.02,2/24/2018,2350,ETC,"7,424.80"
8.08,2/24/2018,593,Passport,"1,785.74"
15.98,2/24/2018,1158,Cellar,"4,760.75"
8.33,2/24/2018,2113,Robins Cntr West,"7,641.00"
8.86,2/25/2018,999,Tylers,"4,231.75"
4.03,2/25/2018,1715,8:15,"4,307.79"
0.79,2/25/2018,2899,HDC,"2,231.81"
13.8,2/25/2018,959,Cellar,"3,695.86"
6.89,2/25/2018,491,Dean's Den,"1,432.21"
6.48,2/25/2018,99,Stadium East,311
7.44,2/25/2018,3117,ETC,"9,880.64"
6.16,2/26/2018,1689,Lou's,"5,148.13"
4.01,2/26/2018,2310,8:15,"5,858.72"
7.44,2/26/2018,1225,Tylers,"4,727.35"
0.53,2/26/2018,4329,HDC,"2,311.51"
7.08,2/26/2018,1391,THC,"2,001.60"
6.83,2/26/2018,3322,ETC,"10,682.42"
6.46,2/26/2018,465,Dean's Den,"1,312.33"
7.38,2/26/2018,1994,Passport,"6,248.02"
15.29,2/26/2018,49,Post Office,716.54
15.89,2/26/2018,571,Cellar,"2,191.14"
7.25,2/27/2018,2184,Passport,"6,766.75"
7.69,2/27/2018,963,THC,"1,585.02"
6.23,2/27/2018,124,Robins Cntr West,380
0.49,2/27/2018,4213,HDC,"2,094.14"
7.22,2/27/2018,1224,Tylers,"4,589.30"
4.08,2/27/2018,2306,8:15,"5,795.11"
15.4,2/27/2018,739,Cellar,"2,932.75"
6.64,2/27/2018,3398,ETC,"10,616.67"
6.11,2/27/2018,388,Dean's Den,"1,075.04"
5.51,2/27/2018,1626,Lou's,"4,767.29"
12.9,2/27/2018,48,Post Office,566.31
6.19,2/27/2018,138,Robins Cntr East,421
5.67,2/28/2018,1577,Lou's,"4,749.02"
5.97,2/28/2018,72,Stadium East,221
5.55,2/28/2018,1553,Robins Cntr East,"3,905.00"
8.74,2/28/2018,37,Post Office,268.97
6.07,2/28/2018,1548,Robins Cntr West,"3,980.00"
7.89,2/28/2018,1416,THC,"2,019.20"
0.57,2/28/2018,4203,HDC,"2,420.25"
5.71,2/28/2018,382,Dean's Den,"1,028.14"
6.77,2/28/2018,3269,ETC,"10,593.74"
7.47,2/28/2018,1295,Tylers,"4,933.96"
7.35,2/28/2018,2118,Passport,"6,520.57"
13.94,2/28/2018,1086,Cellar,"4,490.81"
3.97,2/28/2018,2203,8:15,"5,456.32"
6.65,3/1/2018,3359,ETC,"10,481.15"
6.97,3/1/2018,2100,Passport,"6,122.86"
7.6,3/1/2018,1086,THC,"2,065.79"
7.23,3/1/2018,1158,Tylers,"4,379.83"
4.13,3/1/2018,1748,8:15,"4,306.66"
14.86,3/1/2018,665,Cellar,"2,894.99"
5.97,3/1/2018,389,Dean's Den,"1,092.25"
0.7,3/1/2018,4007,HDC,"2,829.03"
8.04,3/1/2018,40,Post Office,278.37
5.69,3/1/2018,1292,Lou's,"4,074.06"
4.15,3/2/2018,42,Stadium East,112
9.12,3/2/2018,37,Post Office,316.7
6.96,3/2/2018,958,Tylers,"3,627.20"
4.16,3/2/2018,816,8:15,"2,036.27"
5.81,3/2/2018,469,Lou's,"1,426.66"
7,3/2/2018,3019,ETC,"9,354.98"
15,3/2/2018,918,Cellar,"3,749.66"
0.82,3/2/2018,3353,HDC,"2,716.43"
7.73,3/2/2018,910,THC,"1,762.39"
7.52,3/2/2018,1548,Passport,"4,690.01"
6.6,3/3/2018,67,Stadium West,231
15.46,3/3/2018,1190,Cellar,"4,779.41"
7.07,3/3/2018,585,Passport,"1,520.97"
7.23,3/3/2018,2284,ETC,"7,447.56"
4.45,3/3/2018,563,8:15,"1,459.12"
4.8,3/3/2018,86,Stadium East,245
0.62,3/3/2018,2542,HDC,"1,561.54"
4.63,3/4/2018,70,Stadium East,199
4.13,3/4/2018,1904,8:15,"4,941.14"
0.7,3/4/2018,3002,HDC,"2,052.67"
15.29,3/4/2018,990,Cellar,"3,906.18"
7.84,3/4/2018,741,Tylers,"3,055.96"
7.03,3/4/2018,3179,ETC,"9,724.99"
6.68,3/4/2018,424,Dean's Den,"1,209.10"
14.29,3/5/2018,739,Cellar,"2,823.60"
6.3,3/5/2018,3203,ETC,"9,681.23"
8,3/5/2018,1330,THC,"2,081.78"
7.19,3/5/2018,2042,Passport,"6,321.29"
5.89,3/5/2018,405,Dean's Den,"1,100.35"
5.91,3/5/2018,1647,Lou's,"4,728.67"
12.76,3/5/2018,44,Post Office,521.34
0.38,3/5/2018,4114,HDC,"1,540.29"
3.96,3/5/2018,2509,8:15,"6,134.19"
7.63,3/5/2018,1297,Tylers,"5,106.46"
0.48,3/6/2018,3981,HDC,"1,949.49"
9.98,3/6/2018,27,Post Office,248.3
7.26,3/6/2018,1976,Passport,"6,347.76"
6.58,3/6/2018,3221,ETC,"9,862.14"
5.85,3/6/2018,1641,Lou's,"4,710.75"
4.03,3/6/2018,2444,8:15,"5,996.10"
7.14,3/6/2018,1239,Tylers,"4,700.12"
15.85,3/6/2018,634,Cellar,"2,505.80"
5.92,3/6/2018,362,Dean's Den,"1,023.11"
7.49,3/6/2018,969,THC,"1,674.12"
5.5,3/7/2018,382,Dean's Den,984.02
7.67,3/7/2018,1304,THC,"1,905.56"
13.72,3/7/2018,38,Post Office,506.33
0.55,3/7/2018,4016,HDC,"2,241.56"
7.08,3/7/2018,1949,Passport,"6,075.26"
5.75,3/7/2018,1635,Lou's,"4,938.11"
15.04,3/7/2018,993,Cellar,"4,374.99"
7.24,3/7/2018,1249,Tylers,"4,846.69"
3.96,3/7/2018,2376,8:15,"5,947.71"
6.76,3/7/2018,3456,ETC,"10,932.35"
4.13,3/8/2018,1664,8:15,"4,238.46"
0.47,3/8/2018,3389,HDC,"1,634.97"
7.06,3/8/2018,1142,Tylers,"4,322.97"
13.16,3/8/2018,1135,THC,"3,251.49"
8.07,3/8/2018,3849,ETC,"12,342.83"
7.25,3/8/2018,1857,Passport,"5,648.21"
5.5,3/8/2018,1131,Lou's,"3,424.03"
14.81,3/8/2018,863,Cellar,"3,501.19"
54.56,3/8/2018,25,Post Office,"1,308.41"
5.48,3/8/2018,375,Dean's Den,"1,018.69"
5.88,3/9/2018,219,Lou's,724.56
9.02,3/9/2018,51,Post Office,430.39
6.69,3/9/2018,453,Tylers,"1,547.69"
