Check_Ave,Date,Item_Count,Location,Sub-total
8.06,1/15/2019,1150,Tylers,"4,887.27"
16.09,1/15/2019,630,Cellar,"2,856.11"
6.43,1/15/2019,244,Dean's Den,739.67
15.29,1/15/2019,43,Post Office,607.98
0,1/15/2019,0,Concessions,0
6.97,1/16/2019,196,Dean's Den,620.26
5.86,1/16/2019,1145,Lou's,"3,538.90"
10.86,1/16/2019,39,Post Office,377.45
7.49,1/16/2019,1038,Concessions,"4,286.00"
4.09,1/16/2019,1301,8:15,"3,447.17"
7.92,1/16/2019,820,Concessions,"3,549.00"
7.57,1/16/2019,1267,Tylers,"5,113.07"
7.44,1/16/2019,1760,Passport,"5,524.19"
15.69,1/16/2019,777,Cellar,"3,316.32"
6.85,1/16/2019,2663,ETC,"9,042.20"
4.14,1/17/2019,1162,8:15,"3,034.72"
7.55,1/17/2019,1133,Tylers,"4,756.27"
6.94,1/17/2019,2749,ETC,"9,220.23"
7.81,1/17/2019,1941,Passport,"6,101.03"
6.12,1/17/2019,271,Dean's Den,808.31
6.28,1/17/2019,1109,Lou's,"3,435.96"
11.71,1/17/2019,28,Post Office,313.07
18.28,1/17/2019,677,Cellar,"3,134.99"
6.68,1/18/2019,351,Lou's,"1,203.68"
10.88,1/18/2019,37,Post Office,410.25
7.96,1/18/2019,919,Tylers,"3,773.39"
4.05,1/18/2019,580,8:15,"1,487.93"
14.5,1/18/2019,928,Cellar,"3,979.59"
7.95,1/18/2019,1395,Passport,"4,190.98"
7.43,1/18/2019,3376,ETC,"9,144.80"
8.02,1/19/2019,669,Passport,"1,911.26"
7.41,1/19/2019,2358,ETC,"7,707.66"
14.96,1/19/2019,868,Cellar,"3,826.06"
4.55,1/19/2019,249,8:15,717.19
7.58,1/20/2019,2347,ETC,"7,666.76"
4.23,1/20/2019,641,8:15,"1,716.90"
9.08,1/20/2019,475,Tylers,"2,220.48"
15.35,1/20/2019,696,Cellar,"2,970.78"
7.35,1/20/2019,202,Dean's Den,668.58
0,1/21/2019,,Passport,0
7.58,1/21/2019,2576,ETC,"8,782.44"
8.7,1/21/2019,793,Tylers,"3,384.41"
17.53,1/21/2019,631,Cellar,"2,759.36"
6.88,1/21/2019,178,Dean's Den,529.54
0,1/21/2019,,Lou's,0
10.72,1/21/2019,8,Post Office,61.13
4.22,1/21/2019,1010,8:15,"2,759.37"
12.79,1/22/2019,59,Post Office,609.79
7.85,1/22/2019,1246,Tylers,"5,222.29"
6.51,1/22/2019,1437,Lou's,"4,513.22"
4.32,1/22/2019,1574,8:15,"4,289.22"
20.36,1/22/2019,692,Cellar,"3,265.14"
6.67,1/22/2019,290,Dean's Den,907.44
7.28,1/22/2019,1808,Passport,"5,532.10"
7.29,1/22/2019,3255,ETC,"10,621.65"
5.97,1/23/2019,77,Concessions,233
7.9,1/23/2019,3666,ETC,"12,241.23"
15.08,1/23/2019,1066,Cellar,"4,704.85"
7.39,1/23/2019,1883,Passport,"5,682.01"
7.52,1/23/2019,310,Dean's Den,954.98
4.16,1/23/2019,1635,8:15,"4,256.33"
16.73,1/23/2019,49,Post Office,767.46
8,1/23/2019,1064,Tylers,"4,598.20"
6.24,1/23/2019,35,Concessions,106
6.22,1/23/2019,1347,Lou's,"4,338.41"
8.99,1/24/2019,45,Post Office,364.28
5.86,1/24/2019,1156,Lou's,"3,372.35"
7.61,1/24/2019,1092,Tylers,"4,489.48"
4.17,1/24/2019,1304,8:15,"3,361.47"
15.29,1/24/2019,744,Cellar,"3,189.92"
7.4,1/24/2019,3631,ETC,"11,969.05"
7.45,1/24/2019,1860,Passport,"5,555.05"
6.37,1/24/2019,273,Dean's Den,770.87
15.5,1/25/2019,918,Cellar,"3,910.91"
12.78,1/25/2019,40,Post Office,484.48
6.44,1/25/2019,332,Lou's,"1,083.68"
8.21,1/25/2019,930,Tylers,"4,020.64"
7.33,1/25/2019,2763,ETC,"8,917.67"
7.64,1/25/2019,1562,Passport,"4,475.79"
4.31,1/25/2019,732,8:15,"1,851.27"
9.31,1/26/2019,2042,Concessions,"8,870.00"
9.05,1/26/2019,617,Passport,"1,856.04"
8.39,1/26/2019,2649,ETC,"9,073.20"
4.12,1/26/2019,380,8:15,"1,009.90"
16.25,1/26/2019,1128,Cellar,"4,993.39"
8.72,1/26/2019,2108,Concessions,"9,039.00"
7.41,1/27/2019,253,Dean's Den,808.23
4.14,1/27/2019,1364,8:15,"3,565.13"
7.99,1/27/2019,3222,ETC,"10,515.81"
15.74,1/27/2019,933,Cellar,"4,041.92"
9.46,1/27/2019,735,Tylers,"3,359.29"
8.33,1/28/2019,1162,Tylers,"5,027.38"
4.1,1/28/2019,1806,8:15,"4,779.51"
15.66,1/28/2019,597,Cellar,"2,798.00"
7.26,1/28/2019,3363,ETC,"11,191.51"
7.38,1/28/2019,1747,Passport,"5,558.02"
6.94,1/28/2019,273,Dean's Den,749.59
6.28,1/28/2019,1451,Lou's,"4,587.43"
8.79,1/28/2019,60,Post Office,442.35
6.21,1/29/2019,1408,Lou's,"4,353.52"
7.12,1/29/2019,277,Dean's Den,854.94
4.19,1/29/2019,1731,8:15,"4,712.46"
16.82,1/29/2019,40,Post Office,652.53
15.56,1/29/2019,796,Cellar,"3,233.56"
7.92,1/29/2019,1290,Tylers,"5,423.70"
7.3,1/29/2019,2063,Passport,"6,060.41"
7.31,1/29/2019,3278,ETC,"10,397.83"
0,1/30/2019,,Concessions,0
7.78,1/30/2019,1924,Passport,"5,655.10"
7.95,1/30/2019,1263,Tylers,"5,320.56"
4.14,1/30/2019,1764,8:15,"4,689.14"
7.81,1/30/2019,3405,ETC,"11,348.77"
6.03,1/30/2019,1430,Lou's,"4,683.45"
7.07,1/30/2019,287,Dean's Den,855.97
9.79,1/30/2019,42,Post Office,329.77
16.98,1/30/2019,1077,Cellar,"5,230.50"
5.77,1/31/2019,1057,Lou's,"3,149.64"
10.24,1/31/2019,34,Post Office,335.17
7.61,1/31/2019,3169,ETC,"10,243.37"
7.62,1/31/2019,1861,Passport,"5,740.64"
4.39,1/31/2019,1439,8:15,"3,776.89"
7.77,1/31/2019,1089,Tylers,"4,459.18"
6.93,1/31/2019,307,Dean's Den,927.71
16.07,1/31/2019,652,Cellar,"2,886.30"
15.15,2/1/2019,1035,Cellar,"4,058.46"
7.91,2/1/2019,2675,ETC,"8,806.59"
7.8,2/1/2019,1474,Passport,"4,551.24"
4.28,2/1/2019,677,8:15,"1,748.47"
7.77,2/1/2019,841,Tylers,"3,509.81"
6.45,2/1/2019,319,Lou's,"1,055.47"
20.6,2/1/2019,54,Post Office,"1,004.95"
4.63,2/2/2019,450,8:15,"1,264.06"
8.21,2/2/2019,2295,Concessions,"8,436.00"
8.01,2/2/2019,2220,ETC,"7,484.31"
8.48,2/2/2019,606,Passport,"1,699.99"
8.12,2/2/2019,2036,Concessions,"7,702.00"
16.41,2/2/2019,949,Cellar,"3,838.43"
17.37,2/3/2019,837,Cellar,"4,168.06"
8.38,2/3/2019,3282,ETC,"10,293.18"
6.86,2/3/2019,171,Concessions,528
7.28,2/3/2019,301,Dean's Den,909.81
4.28,2/3/2019,1174,8:15,"3,270.67"
8.74,2/3/2019,426,Tylers,"1,979.07"
0,2/3/2019,,Lou's,0
8,2/3/2019,109,Concessions,328
11.88,2/4/2019,51,Post Office,530.36
7.84,2/4/2019,1104,Tylers,"4,658.95"
6.1,2/4/2019,1541,Lou's,"4,839.70"
15.94,2/4/2019,578,Cellar,"2,442.69"
4.14,2/4/2019,2038,8:15,"5,314.29"
7.81,2/4/2019,310,Dean's Den,960.9
7.66,2/4/2019,1951,Passport,"6,054.78"
7.32,2/4/2019,3597,ETC,"11,770.54"
7.09,2/5/2019,3470,ETC,"11,260.40"
16.26,2/5/2019,672,Cellar,"3,108.59"
7.3,2/5/2019,353,Dean's Den,"1,109.63"
6.76,2/5/2019,2106,Passport,"5,660.82"
4.18,2/5/2019,2019,8:15,"5,409.03"
8.08,2/5/2019,1199,Tylers,"5,138.62"
9.4,2/5/2019,40,Post Office,364.11
6.39,2/5/2019,1491,Lou's,"4,556.95"
7.36,2/6/2019,38,Post Office,249.49
8.3,2/6/2019,871,Concessions,"3,751.00"
5.98,2/6/2019,1518,Lou's,"4,624.27"
15.77,2/6/2019,984,Cellar,"4,515.69"
7.17,2/6/2019,3438,ETC,"11,165.63"
6.33,2/6/2019,302,Dean's Den,936.79
7.69,2/6/2019,1163,Tylers,"4,899.04"
4.27,2/6/2019,2054,8:15,"5,372.02"
7.08,2/6/2019,2072,Passport,"5,775.87"
8,2/6/2019,937,Concessions,"4,050.00"
6.34,2/7/2019,320,Dean's Den,938.41
10.29,2/7/2019,39,Post Office,357.27
6.32,2/7/2019,1356,Lou's,"4,173.80"
4.29,2/7/2019,1654,8:15,"4,410.62"
8.05,2/7/2019,1333,Tylers,"5,556.31"
18.31,2/7/2019,811,Cellar,"3,742.24"
7.18,2/7/2019,3346,ETC,"10,574.38"
7.15,2/7/2019,1869,Passport,"5,487.35"
4.34,2/8/2019,835,8:15,"2,216.23"
7.83,2/8/2019,926,Tylers,"3,813.67"
7.64,2/8/2019,2799,ETC,"9,156.08"
16.93,2/8/2019,1154,Cellar,"5,363.19"
7.33,2/8/2019,1683,Passport,"4,638.61"
6.25,2/8/2019,460,Lou's,"1,417.29"
16.47,2/8/2019,36,Post Office,542.78
8.91,2/9/2019,1928,Concessions,"8,450.00"
9.44,2/9/2019,1953,Concessions,"8,769.00"
4.44,2/9/2019,561,8:15,"1,538.11"
7.63,2/9/2019,2364,ETC,"7,529.53"
16.09,2/9/2019,879,Cellar,"4,009.91"
6.98,2/9/2019,716,Passport,"1,965.00"
9.09,2/10/2019,642,Tylers,"2,860.65"
4.43,2/10/2019,1602,8:15,"4,332.95"
16.17,2/10/2019,761,Cellar,"3,289.71"
8.17,2/10/2019,3434,ETC,"11,232.18"
7.2,2/10/2019,407,Dean's Den,"1,180.50"
6.3,2/11/2019,1588,Lou's,"4,938.27"
7.58,2/11/2019,343,Dean's Den,"1,069.48"
10.29,2/11/2019,81,Post Office,718.05
7.33,2/11/2019,1881,Passport,"5,428.94"
4.17,2/11/2019,2071,8:15,"5,544.17"
7.63,2/11/2019,1234,Tylers,"5,159.55"
15.92,2/11/2019,671,Cellar,"2,732.52"
7.42,2/11/2019,3659,ETC,"11,624.27"
7.14,2/12/2019,1850,Passport,"5,410.79"
7.94,2/12/2019,3560,ETC,"11,298.58"
18.25,2/12/2019,769,Cellar,"3,202.29"
7.93,2/12/2019,1290,Tylers,"5,268.44"
4.22,2/12/2019,2035,8:15,"5,289.37"
7.25,2/12/2019,343,Dean's Den,"1,051.21"
6.26,2/12/2019,1380,Lou's,"4,392.04"
14.08,2/12/2019,53,Post Office,701.49
6.89,2/13/2019,1531,Lou's,"4,728.11"
8.36,2/13/2019,48,Post Office,348.15
4.23,2/13/2019,1942,8:15,"5,145.02"
7.97,2/13/2019,4089,ETC,"12,485.31"
7.44,2/13/2019,2074,Passport,"6,123.97"
16.09,2/13/2019,1000,Cellar,"4,387.97"
7.36,2/13/2019,1196,Tylers,"4,845.53"
7.38,2/13/2019,296,Dean's Den,900.09
5.35,2/13/2019,70,Concessions,214
5.8,2/13/2019,77,Concessions,232
18.4,2/14/2019,801,Cellar,"3,751.91"
7.45,2/14/2019,1835,Passport,"5,425.15"
6.66,2/14/2019,248,Dean's Den,739.73
8.74,2/14/2019,218,Post Office,330.26
7.46,2/14/2019,1139,Tylers,"4,525.86"
7.53,2/14/2019,3106,ETC,"10,160.85"
5.99,2/14/2019,1097,Lou's,"3,394.60"
4.4,2/14/2019,1661,8:15,"4,401.75"
8.03,2/15/2019,35,Post Office,263.74
7.2,2/15/2019,1078,Tylers,"4,325.71"
4.51,2/15/2019,776,8:15,"1,989.73"
7.36,2/15/2019,2698,ETC,"8,737.88"
7.34,2/15/2019,1522,Passport,"4,222.21"
6.27,2/15/2019,496,Lou's,"1,499.23"
16.39,2/15/2019,843,Cellar,"3,748.90"
8.75,2/16/2019,571,Passport,"1,563.09"
7.81,2/16/2019,2346,ETC,"7,786.87"
15.8,2/16/2019,1167,Cellar,"4,846.59"
4.3,2/16/2019,432,8:15,"1,158.99"
8.77,2/17/2019,638,Tylers,"2,790.87"
16.74,2/17/2019,975,Cellar,"4,194.75"
8.15,2/17/2019,2788,ETC,"9,323.42"
4.39,2/17/2019,1565,8:15,"4,218.54"
7.55,2/17/2019,336,Dean's Den,"1,064.31"
6.94,2/18/2019,312,Dean's Den,944
0,2/18/2019,0,Concessions,0
7.28,2/18/2019,3823,ETC,"11,813.38"
7.39,2/18/2019,1837,Passport,"5,307.43"
4.19,2/18/2019,2138,8:15,"5,665.55"
15.14,2/18/2019,683,Cellar,"2,833.56"
8.08,2/18/2019,1263,Tylers,"5,343.25"
10,2/18/2019,35,Post Office,318.2
6.17,2/18/2019,1555,Lou's,"4,871.14"
4.27,2/19/2019,2152,8:15,"5,687.38"
4.89,2/19/2019,204,Concessions,621
17.32,2/19/2019,692,Cellar,"3,027.02"
6.18,2/19/2019,1493,Lou's,"4,651.22"
7.01,2/19/2019,3263,ETC,"10,462.23"
7.06,2/19/2019,367,Dean's Den,"1,122.99"
7.83,2/19/2019,1253,Tylers,"5,092.85"
10.77,2/19/2019,52,Post Office,567.63
0,2/19/2019,,Concessions,0
6.88,2/19/2019,1978,Passport,"5,574.50"
6.86,2/20/2019,354,Dean's Den,"1,049.98"
6.45,2/20/2019,1231,Lou's,"3,859.99"
7.67,2/20/2019,888,Concessions,"3,925.00"
13.73,2/20/2019,32,Post Office,301.21
7.91,2/20/2019,1076,Tylers,"4,406.39"
4.17,2/20/2019,1949,8:15,"5,165.67"
15.9,2/20/2019,1039,Cellar,"4,933.44"
7.87,2/20/2019,861,Concessions,"3,691.00"
7.6,2/20/2019,3319,ETC,"11,222.64"
7.66,2/20/2019,1646,Passport,"4,897.12"
4.2,2/21/2019,1716,8:15,"4,508.52"
7.68,2/21/2019,1195,Tylers,"4,807.68"
7.83,2/21/2019,58,Concessions,180
4.65,2/21/2019,96,Concessions,307
7.12,2/21/2019,1820,Passport,"5,048.53"
7.2,2/21/2019,3232,ETC,"10,332.36"
17.52,2/21/2019,799,Cellar,"3,639.29"
5.95,2/21/2019,1175,Lou's,"3,713.13"
7.05,2/21/2019,369,Dean's Den,"1,113.58"
20.1,2/21/2019,31,Post Office,539.22
6.81,2/21/2019,95,Concessions,286
6.44,2/22/2019,376,Lou's,"1,192.49"
14.12,2/22/2019,36,Post Office,493.39
4.28,2/22/2019,711,8:15,"1,854.09"
7.46,2/22/2019,3165,ETC,"9,409.65"
15.43,2/22/2019,922,Cellar,"4,083.57"
7.7,2/22/2019,908,Tylers,"3,687.65"
7.05,2/22/2019,1346,Passport,"3,607.09"
7.96,2/23/2019,2222,ETC,"7,689.90"
8.78,2/23/2019,586,Passport,"1,624.10"
4.43,2/23/2019,484,8:15,"1,330.74"
6.16,2/23/2019,898,Concessions,"2,727.00"
15.82,2/23/2019,1055,Cellar,"4,569.27"
5.27,2/24/2019,164,Concessions,501
6.38,2/24/2019,171,Concessions,523
15.04,2/24/2019,749,Cellar,"3,156.82"
6.8,2/24/2019,168,Concessions,510
8.06,2/24/2019,3124,ETC,"10,489.38"
4.21,2/24/2019,1727,8:15,"4,601.09"
8.28,2/24/2019,396,Dean's Den,"1,241.69"
9.15,2/24/2019,741,Tylers,"3,259.48"
16.86,2/25/2019,612,Cellar,"2,720.74"
7.2,2/25/2019,3578,ETC,"11,961.91"
6.71,2/25/2019,1906,Passport,"5,230.72"
7.01,2/25/2019,340,Dean's Den,"1,009.38"
4.15,2/25/2019,2236,8:15,"5,875.85"
3.9,2/25/2019,28,Concessions,82
7.65,2/25/2019,42,Post Office,290.21
6.19,2/25/2019,1693,Lou's,"5,172.87"
7.84,2/25/2019,1207,Tylers,"5,011.19"
8.8,2/26/2019,32,Post Office,246.37
7.74,2/26/2019,1253,Tylers,"5,048.02"
4.06,2/26/2019,2110,8:15,"5,454.24"
6.15,2/26/2019,1504,Lou's,"4,570.39"
17.21,2/26/2019,749,Cellar,"3,455.15"
7.11,2/26/2019,3695,ETC,"11,695.12"
6.89,2/26/2019,1949,Passport,"5,607.30"
6.93,2/26/2019,313,Dean's Den,"1,060.49"
21.16,2/27/2019,1027,Cellar,"5,137.04"
7.03,2/27/2019,1977,Passport,"5,413.68"
5.94,2/27/2019,297,Dean's Den,909.1
0,2/27/2019,,Concessions,0
24.08,2/27/2019,30,Post Office,600.2
7.82,2/27/2019,1211,Tylers,"5,014.29"
7.22,2/27/2019,3391,ETC,"11,351.98"
6.07,2/27/2019,1446,Lou's,"4,568.71"
4.14,2/27/2019,2183,8:15,"5,588.80"
9.29,2/28/2019,40,Post Office,332.88
6.99,2/28/2019,1981,Passport,"5,397.35"
4.17,2/28/2019,1681,8:15,"4,300.12"
7.77,2/28/2019,1241,Tylers,"5,031.20"
6.91,2/28/2019,3190,ETC,"10,349.14"
5.81,2/28/2019,1292,Lou's,"3,880.33"
18.5,2/28/2019,874,Cellar,"4,209.91"
6.54,2/28/2019,330,Dean's Den,"1,007.73"
17.44,3/1/2019,876,Cellar,"3,981.07"
10.28,3/1/2019,45,Post Office,367.04
6.23,3/1/2019,392,Lou's,"1,263.55"
7.97,3/1/2019,3044,ETC,"9,957.88"
7.99,3/1/2019,983,Tylers,"3,971.93"
7.23,3/1/2019,1534,Passport,"4,135.70"
5.73,3/1/2019,690,Concessions,"2,136.00"
4.19,3/1/2019,826,8:15,"2,087.73"
8.94,3/2/2019,2466,Concessions,"11,413.00"
15.1,3/2/2019,1127,Cellar,"4,771.88"
7.79,3/2/2019,2403,ETC,"7,894.88"
7.73,3/2/2019,570,Passport,"1,542.79"
4.28,3/2/2019,456,8:15,"1,145.38"
4.9,3/2/2019,141,Concessions,377
8.95,3/2/2019,2982,Concessions,"13,930.00"
7.3,3/3/2019,353,Dean's Den,"1,110.02"
4.56,3/3/2019,58,Concessions,146
8.71,3/3/2019,630,Tylers,"2,902.53"
4.1,3/3/2019,1564,8:15,"4,018.50"
7.97,3/3/2019,2969,ETC,"10,015.28"
16.3,3/3/2019,1038,Cellar,"4,231.17"
0,3/3/2019,,Passport,0
7.87,3/4/2019,1019,Tylers,"4,125.03"
4.02,3/4/2019,2260,8:15,"5,795.33"
16.18,3/4/2019,556,Cellar,"2,408.93"
6.83,3/4/2019,3521,ETC,"11,217.46"
5.98,3/4/2019,368,Dean's Den,"1,063.12"
6.37,3/4/2019,1687,Lou's,"5,191.96"
14.55,3/4/2019,41,Post Office,580.22
7.12,3/4/2019,2093,Passport,"5,652.98"
6.04,3/5/2019,1540,Lou's,"4,750.85"
7.04,3/5/2019,340,Dean's Den,"1,062.50"
13.48,3/5/2019,39,Post Office,457.34
7.52,3/5/2019,1203,Tylers,"4,882.65"
16.25,3/5/2019,698,Cellar,"2,817.08"
4.04,3/5/2019,2329,8:15,"6,066.83"
5.72,3/5/2019,185,Concessions,555
6.19,3/5/2019,3117,ETC,"9,644.72"
6.57,3/5/2019,1919,Passport,"5,230.76"
6.81,3/6/2019,1847,Passport,"4,998.01"
4.16,3/6/2019,2240,8:15,"5,624.58"
7.47,3/6/2019,1133,Tylers,"4,471.67"
7.08,3/6/2019,3214,ETC,"10,484.55"
16.38,3/6/2019,1014,Cellar,"4,526.81"
6.02,3/6/2019,1361,Lou's,"4,216.72"
6.82,3/6/2019,319,Dean's Den,947.29
8.23,3/6/2019,33,Post Office,235.78
5.64,3/7/2019,1052,Lou's,"3,379.50"
11.78,3/7/2019,32,Post Office,363.7
7.28,3/7/2019,3087,ETC,"9,908.40"
4.26,3/7/2019,1536,8:15,"4,008.45"
18.11,3/7/2019,707,Cellar,"3,181.59"
5.92,3/7/2019,322,Dean's Den,940.37
6.81,3/7/2019,1990,Passport,"5,278.12"
7.83,3/7/2019,1275,Tylers,"5,130.40"
6.63,3/8/2019,1056,Passport,"2,685.65"
9.89,3/8/2019,2695,ETC,"8,631.45"
7.03,3/8/2019,475,Tylers,"1,768.04"
6.15,3/8/2019,238,Lou's,786.46
4.52,3/8/2019,466,8:15,"1,185.11"
7.21,3/8/2019,29,Post Office,215.95
8.36,3/9/2019,2993,Concessions,"11,014.00"
9.53,3/9/2019,620,Tylers,"2,599.76"
7.44,3/9/2019,525,Concessions,"1,666.00"
8.75,3/9/2019,2725,Concessions,"10,233.00"
7.35,3/10/2019,146,Concessions,463
8.59,3/10/2019,360,Tylers,"1,439.79"
16.18,3/11/2019,27,Post Office,355.79
4.83,3/11/2019,115,8:15,303.63
9.95,3/11/2019,411,ETC,"1,355.17"
13.5,3/12/2019,19,Post Office,229.18
5.88,3/12/2019,45,Concessions,147
9.03,3/12/2019,387,ETC,"1,249.80"
4.99,3/12/2019,149,8:15,368.31
26.7,3/13/2019,19,Post Office,400.11
7.59,3/13/2019,265,ETC,850.5
5.01,3/13/2019,137,8:15,350.93
0,3/13/2019,,Lou's,0
14.11,3/14/2019,25,Post Office,253
5.09,3/14/2019,177,8:15,478.14
9.87,3/14/2019,382,ETC,"1,354.52"
0,3/14/2019,,Lou's,0
0,3/14/2019,,Passport,0
21.73,3/14/2019,69,Cellar,482.82
5.24,3/15/2019,180,8:15,495.25
9.41,3/15/2019,451,ETC,"1,637.39"
5.86,3/15/2019,94,Concessions,287
5.56,3/15/2019,14,Post Office,61.04
5.47,3/16/2019,108,Concessions,312
8.01,3/16/2019,472,Concessions,"1,561.00"
7.77,3/16/2019,500,ETC,"1,602.27"
4.17,3/17/2019,339,8:15,902
9.02,3/17/2019,2764,ETC,"9,725.66"
5.13,3/17/2019,140,Concessions,421
6.32,3/18/2019,1618,Lou's,"5,175.31"
4.66,3/18/2019,64,Concessions,163
7.1,3/18/2019,319,Dean's Den,972.77
13.5,3/18/2019,51,Post Office,619.64
8.34,3/18/2019,1159,Tylers,"5,112.40"
6.97,3/18/2019,1976,Passport,"5,364.33"
7.65,3/18/2019,3651,ETC,"12,216.54"
17.27,3/18/2019,650,Cellar,"3,055.51"
3.94,3/18/2019,1869,8:15,"4,803.41"
16.83,3/19/2019,865,Cellar,"3,771.52"
7.01,3/19/2019,3352,ETC,"11,048.16"
6.94,3/19/2019,2017,Passport,"5,430.84"
8.29,3/19/2019,1364,Tylers,"5,962.75"
4.09,3/19/2019,2008,8:15,"5,185.61"
6.4,3/19/2019,324,Dean's Den,946.42
6.01,3/19/2019,1484,Lou's,"4,616.94"
10.12,3/19/2019,41,Post Office,403.54
6.04,3/20/2019,56,Concessions,169
6.78,3/20/2019,1484,Lou's,"4,758.15"
4.33,3/20/2019,1944,8:15,"5,098.42"
12.25,3/20/2019,43,Post Office,500.9
6.87,3/20/2019,3342,ETC,"10,809.61"
16.62,3/20/2019,1129,Cellar,"5,290.10"
6.6,3/20/2019,307,Dean's Den,876.57
6.89,3/20/2019,1975,Passport,"5,446.63"
7.81,3/20/2019,1248,Tylers,"5,404.91"
17.32,3/21/2019,684,Cellar,"3,248.82"
7.61,3/21/2019,3240,ETC,"10,791.74"
7.45,3/21/2019,1927,Passport,"5,407.61"
6.7,3/21/2019,326,Dean's Den,"1,024.78"
5.17,3/21/2019,17,Post Office,80.85
8.08,3/21/2019,1334,Tylers,"5,750.11"
4.22,3/21/2019,1601,8:15,"4,160.52"
6.1,3/21/2019,1307,Lou's,"4,108.31"
4.59,3/22/2019,49,Concessions,133
8.86,3/22/2019,38,Post Office,292.07
4.26,3/22/2019,823,8:15,"2,114.28"
6.71,3/22/2019,467,Lou's,"1,452.33"
8.14,3/22/2019,1067,Tylers,"4,619.10"
17.37,3/22/2019,792,Cellar,"3,551.39"
7.15,3/22/2019,1701,Passport,"4,594.61"
7.33,3/22/2019,3082,ETC,"10,088.77"
7.42,3/23/2019,2399,ETC,"8,027.50"
7.67,3/23/2019,681,Passport,"1,827.88"
15.09,3/23/2019,1073,Cellar,"5,025.74"
7.09,3/23/2019,73,Concessions,227
4.71,3/23/2019,510,8:15,"1,431.92"
7.6,3/24/2019,3236,ETC,"10,822.84"
4.33,3/24/2019,1901,8:15,"5,036.35"
9.03,3/24/2019,657,Tylers,"3,258.13"
7.13,3/24/2019,245,Concessions,806
8.07,3/24/2019,386,Dean's Den,"1,185.64"
15.6,3/24/2019,978,Cellar,"3,972.05"
5.05,3/24/2019,99,Concessions,313
6.45,3/25/2019,402,Dean's Den,"1,140.42"
9.29,3/25/2019,55,Post Office,471.33
16.05,3/25/2019,736,Cellar,"3,062.44"
6.21,3/25/2019,1718,Lou's,"5,284.01"
7.18,3/25/2019,1858,Passport,"5,604.06"
8.35,3/25/2019,1277,Tylers,"5,836.22"
6.99,3/25/2019,3555,ETC,"11,490.58"
4.18,3/25/2019,2245,8:15,"5,937.64"
8.11,3/26/2019,1388,Tylers,"5,969.24"
4.44,3/26/2019,2231,8:15,"6,086.18"
6.93,3/26/2019,3669,ETC,"11,609.40"
7.1,3/26/2019,2021,Passport,"5,728.19"
6.3,3/26/2019,1593,Lou's,"4,876.88"
17.72,3/26/2019,779,Cellar,"3,554.81"
6.04,3/26/2019,293,Dean's Den,893
7.58,3/26/2019,32,Post Office,218.97
6.1,3/27/2019,330,Dean's Den,932.92
6.01,3/27/2019,1550,Lou's,"4,618.59"
10.93,3/27/2019,28,Post Office,291.85
8.22,3/27/2019,1181,Tylers,"5,175.54"
4.29,3/27/2019,2145,8:15,"5,706.58"
16.99,3/27/2019,1345,Cellar,"6,339.59"
6.93,3/27/2019,2065,Passport,"5,564.50"
7.46,3/27/2019,3557,ETC,"11,596.68"
4.32,3/28/2019,1731,8:15,"4,548.80"
8.32,3/28/2019,1307,Tylers,"5,651.99"
16.78,3/28/2019,870,Cellar,"3,922.26"
6.61,3/28/2019,296,Dean's Den,878.42
6.64,3/28/2019,3006,ETC,"9,510.61"
7.06,3/28/2019,2006,Passport,"5,641.61"
6.15,3/28/2019,1257,Lou's,"3,916.23"
14.15,3/28/2019,36,Post Office,491.69
7.31,3/29/2019,520,Lou's,"1,585.69"
6.08,3/29/2019,153,Concessions,486
7.17,3/29/2019,1654,Passport,"4,586.13"
8.02,3/29/2019,1041,Tylers,"4,426.27"
5.1,3/29/2019,184,Concessions,587
4.52,3/29/2019,896,8:15,"2,325.66"
17.36,3/29/2019,972,Cellar,"4,178.20"
19.38,3/29/2019,45,Post Office,793.42
7.25,3/29/2019,2825,ETC,"9,042.88"
7.63,3/30/2019,760,Passport,"1,963.46"
7.66,3/30/2019,2722,ETC,"8,960.11"
6.44,3/30/2019,429,Concessions,"1,462.00"
4.85,3/30/2019,459,8:15,"1,246.60"
14.82,3/30/2019,1016,Cellar,"4,636.35"
5.65,3/30/2019,159,Concessions,514
9.83,3/31/2019,691,Tylers,"3,376.25"
15.87,3/31/2019,899,Cellar,"3,456.78"
7.76,3/31/2019,316,Dean's Den,976.18
8.25,3/31/2019,3144,ETC,"10,596.55"
4.39,3/31/2019,1873,8:15,"5,044.71"
5.67,3/31/2019,67,Concessions,204
17.35,4/1/2019,593,Cellar,"2,605.52"
7.08,4/1/2019,3308,ETC,"11,015.59"
6.51,4/1/2019,239,Dean's Den,715.31
7.24,4/1/2019,2047,Passport,"5,557.21"
11.54,4/1/2019,57,Post Office,564.46
7.78,4/1/2019,1120,Tylers,"4,724.52"
4.04,4/1/2019,2258,8:15,"5,808.08"
6.36,4/1/2019,1763,Lou's,"5,382.92"
4.3,4/2/2019,2161,8:15,"5,751.59"
8.92,4/2/2019,47,Post Office,355.43
5.97,4/2/2019,1676,Lou's,"5,042.73"
6.89,4/2/2019,3315,ETC,"10,860.02"
22.49,4/2/2019,734,Cellar,"3,493.40"
8.03,4/2/2019,1318,Tylers,"5,656.59"
6.94,4/2/2019,348,Dean's Den,"1,088.33"
