STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/23/2017,14.76,1340,0.02,0,0,57,71,51,,220,240,29.1,35.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/24/2017,8.05,8,0,0,0,49,51,41,,350,350,21.9,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/25/2017,12.75,544,0,0,0,39,44,33,,300,270,25.9,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/26/2017,4.25,1814,0,0,0,34,40,27,,280,150,13,19.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/27/2017,8.05,2151,0,0,0,32,40,21,,30,10,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/28/2017,8.72,338,0,0,0,22,27,14,,360,340,18.1,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/29/2017,4.92,1118,0,0,0,25,39,17,,260,240,14.1,16.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/30/2017,7.38,2215,0,0,0,30,39,23,,20,20,17,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",12/31/2017,13.65,912,0,0,0,24,27,16,,330,350,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/1/2018,7.83,,0,0,0,19,27,11,,330,10,21,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/2/2018,6.04,,0,0,0,17,29,10,,350,350,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/3/2018,4.25,,0.04,0.6,0,20,34,8,,30,40,18.1,23,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/4/2018,18.57,,0.16,2.4,3.1,27,30,18,,320,320,30,38.9,1,,,,,,,1
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/5/2018,12.97,,0,0,2,19,25,12,,280,280,25.1,32,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/6/2018,9.4,,0,0,2,15,23,2,,320,330,21.9,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/7/2018,3.36,,0,0,2,11,23,-3,,140,130,10.1,13,,,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/8/2018,9.84,,0.09,0,1.2,25,46,15,,220,210,21,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/9/2018,4.25,,0,0,0,42,56,27,,210,220,15,19,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/10/2018,2.91,,0,0,0,36,45,26,,360,80,8.1,10.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/11/2018,6.26,,0.04,0,0,48,69,36,,140,150,15,21,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/12/2018,12.97,,1,0,0,65,70,59,,220,200,33.1,46.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/13/2018,15.88,,0.01,0,0,50,58,23,,350,360,25.1,32,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/14/2018,10.96,,0,0,0,24,30,17,,10,350,21.9,29.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/15/2018,7.16,,0,0,0,24,37,18,,350,320,13,19.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/16/2018,2.24,,0,0,0,31,44,26,,150,150,8.9,12.1,1,1,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/17/2018,11.63,,0.1,2,0,31,35,22,,350,360,21,27.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/18/2018,8.72,,0,0,1.2,26,43,13,,340,340,21.9,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/19/2018,5.37,,0,0,0,38,56,22,,240,230,14.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/20/2018,8.05,,0,0,0,43,61,27,,240,240,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/21/2018,5.59,,0,0,0,47,67,28,,170,160,15,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/22/2018,8.28,,0,0,0,56,66,46,,180,200,16.1,21,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/23/2018,15.43,,0.48,0,0,61,73,47,,230,170,30,42.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/24/2018,8.95,,0,0,0,48,55,38,,10,280,16.1,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/25/2018,3.8,,0,0,0,39,47,26,,320,320,16.1,23.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/26/2018,5.82,,0,0,0,37,55,24,,170,150,13,18.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/27/2018,10.96,,0,0,0,46,66,30,,200,210,21.9,29.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/28/2018,7.61,,0.81,0,0,55,58,50,,20,230,13,17,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/29/2018,10.74,903,0.6,0,0,46,50,37,,40,40,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/30/2018,12.75,1325,0.08,0.3,0,36,39,23,,310,330,28,35.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",1/31/2018,7.16,2137,0,0,0,28,40,20,,190,200,18.1,23.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/1/2018,11.18,,0,0,0,42,60,30,,200,210,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/2/2018,13.2,,0.11,0,0,43,55,19,,320,320,30,38,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/3/2018,5.82,,0,0,0,24,37,14,,180,170,15,21,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/4/2018,5.82,,0.52,0,0,33,43,30,,310,340,29.1,38,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/5/2018,8.05,,0,0,0,37,44,27,,350,360,23.9,30,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/6/2018,6.49,,0,0,0,37,55,26,,40,40,15,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/7/2018,6.26,,0.1,0,0,41,57,34,,310,230,18.1,23,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/8/2018,8.5,,0,0,0,38,42,28,,360,360,21,29.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/9/2018,6.26,,0,0,0,36,52,26,,220,220,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/10/2018,1.79,,0.31,0,0,44,54,35,,300,300,10.1,11,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/11/2018,13.42,,0.15,0,0,62,73,52,,190,200,25.1,33.1,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/12/2018,10.51,,0.26,0,0,57,67,36,,10,30,23.9,32,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/13/2018,6.26,,0,0,0,38,40,34,,10,10,14.1,18.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/14/2018,8.72,,0,0,0,43,58,37,,190,200,16.1,19.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/15/2018,13.2,,0.02,0,0,58,74,53,,220,220,21,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/16/2018,10.74,,0.07,0,0,65,67,43,,360,360,23,28,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/17/2018,6.93,,0.27,0,0,42,44,34,,20,20,18.1,23,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/18/2018,5.37,,0,0,0,42,56,33,,130,50,13,18.1,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/19/2018,4.03,,0.2,0,0,42,51,36,,180,180,10.1,13,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/20/2018,9.62,,0,0,0,58,76,51,,190,210,21.9,27.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/21/2018,11.86,,0,0,0,67,80,61,,210,230,23,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/22/2018,8.72,,0,0,0,64,75,46,,30,20,21,27.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/23/2018,5.37,,0,0,0,47,51,42,,40,40,13,16.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/24/2018,8.72,1316,0,0,0,58,76,46,,240,240,19.9,28,,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/25/2018,6.04,1034,0,0,0,60,71,53,,320,320,25.9,33.1,,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/26/2018,5.37,821,0.03,0,0,55,58,37,,30,30,17,21,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/27/2018,5.59,2058,0,0,0,47,60,34,,150,150,13,15,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",2/28/2018,10.74,1155,0,0,0,49,64,41,,230,230,23,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/1/2018,5.37,,0.18,0,0,53,55,49,,250,260,17,21.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/2/2018,28.86,,0,0,0,51,56,42,,310,310,44.1,57.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/3/2018,20.8,,0,0,0,45,55,37,,340,330,30,40,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/4/2018,14.99,,0,0,0,44,55,35,,360,360,25.1,32,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/5/2018,10.74,,0,0,0,41,50,29,,340,350,21.9,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/6/2018,4.92,,0.51,0,0,37,47,27,,140,140,14.1,16.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/7/2018,12.08,,0.03,0,0,42,54,38,,310,300,23,28,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/8/2018,8.5,,0,0,0,40,47,25,,280,280,23,29.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/9/2018,10.29,,0,0,0,38,48,29,,260,260,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/10/2018,2.68,,0,0,0,39,49,27,,180,180,13,16.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/11/2018,6.04,,0,0,0,42,47,37,,40,30,15,18.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/12/2018,12.75,,0.49,2,0,38,40,33,,350,350,21.9,28,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/13/2018,12.97,,0,0,1.2,39,49,30,,270,320,25.1,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/14/2018,13.2,,0,0,0,37,45,29,,280,280,25.9,36,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/15/2018,11.41,,0,0,0,41,60,28,,230,230,29.1,38.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/16/2018,7.61,,0,0,0,44,54,29,,340,320,23,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/17/2018,3.58,,0.01,0,0,39,53,24,,150,130,12.1,14.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/18/2018,5.82,,0,0,0,47,60,39,,10,20,18.1,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/19/2018,5.82,,0,0,0,48,64,36,,90,100,15,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/20/2018,13.87,,0.7,0,0,42,46,34,,30,40,21,25.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/21/2018,10.96,,0.39,2,0,34,35,32,,10,70,17,23.9,1,,,1,1,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/22/2018,12.53,,0,0,1.2,40,52,34,,320,340,25.9,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/23/2018,10.51,,0,0,0,42,54,31,,320,320,21.9,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/24/2018,8.05,,0,0,0,42,52,32,,250,320,16.1,21,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/25/2018,10.51,,0,0,0,42,52,32,,70,90,25.1,31.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/26/2018,9.4,,0,0,0,40,51,29,,40,60,18.1,23,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/27/2018,4.03,,0.02,0,0,38,46,30,,190,100,8.9,10.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/28/2018,5.82,,0,0,0,52,74,38,,70,30,12.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/29/2018,11.18,,0,0,0,67,83,53,,220,220,25.1,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/30/2018,15.88,,0,0,0,69,76,47,,10,220,23.9,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",3/31/2018,7.83,,0,0,0,51,62,34,,180,130,17,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/1/2018,7.38,,0,0,0,56,71,44,,260,250,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/2/2018,10.74,,0,0,0,55,60,45,,30,350,17,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/3/2018,7.16,,0,0,0,49,64,42,,100,170,17,21,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/4/2018,19.46,,0,0,0,66,79,44,,280,220,30,40,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/5/2018,6.04,,0,0,0,47,58,33,,280,230,16.1,23,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/6/2018,16.55,,0.01,0,0,54,73,38,,220,220,31.1,38.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/7/2018,11.41,,0.3,0,0,51,59,33,,20,20,23,30,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/8/2018,9.62,,0,0,0,40,53,33,,360,340,21,29.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/9/2018,7.61,,0.1,0,0,43,52,38,,110,100,15,18.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/10/2018,7.38,,0,0,0,48,59,39,,340,340,17,23,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/11/2018,5.14,,0,0,0,47,61,36,,280,290,17,21,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/12/2018,15.88,,0,0,0,57,77,41,,200,220,31.1,38.9,,,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/13/2018,15.88,,0,0,0,69,84,55,,190,190,25.1,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/14/2018,14.76,,0,0,0,72,83,61,,230,210,28,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/15/2018,12.53,,0.02,0,0,70,79,64,,140,150,25.9,36.9,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/16/2018,15.66,,1.53,0,0,62,72,36,,210,200,40.9,51,1,,1,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/17/2018,11.63,,0,0,0,47,55,38,,280,280,23,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/18/2018,6.71,,0,0,0,50,74,38,,200,160,16.1,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/19/2018,12.53,,0.02,0,0,57,70,42,,310,300,35.1,40.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/20/2018,9.84,,0,0,0,49,64,35,,340,340,23.9,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/21/2018,4.25,,0,0,0,51,65,38,,80,80,13,15,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/22/2018,7.61,,0,0,0,55,69,42,,130,130,16.1,19.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/23/2018,10.51,,0,0,0,57,70,44,,120,140,23,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/24/2018,10.96,,1.02,0,0,56,59,53,,110,100,21,29.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/25/2018,5.14,,0.07,0,0,61,67,56,,310,310,15,18.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/26/2018,5.82,,0,0,0,62,74,53,,200,190,15,19.9,1,,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/27/2018,5.59,,0.5,0,0,63,72,54,,330,320,15,17,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/28/2018,9.4,,0.01,0,0,64,79,51,,350,350,28,33.1,1,,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/29/2018,12.75,,0,0,0,58,65,40,,320,300,23,33.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",4/30/2018,7.16,,0,0,0,55,73,36,,270,270,21.9,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/1/2018,2.91,,0,0,0,63,84,42,,300,300,13,18.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/2/2018,8.95,,0,0,0,71,91,52,,220,230,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/3/2018,11.41,,0,0,0,74,90,60,,220,220,21.9,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/4/2018,11.86,,0,0,0,76,89,62,,220,220,23.9,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/5/2018,6.71,,0,0,0,72,76,60,,40,50,14.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/6/2018,6.04,,0,0,0,65,79,56,,340,350,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/7/2018,7.61,,0,0,0,65,73,54,,70,60,15,21,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/8/2018,8.28,,0,0,0,63,77,51,,40,40,17,23,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/9/2018,6.71,,0,0,0,65,80,51,,20,360,12.1,18.1,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/10/2018,9.62,,0.36,0,0,68,87,56,,290,290,38,51,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/11/2018,5.14,,0,0,0,71,88,57,,270,280,15,18.1,1,,,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/12/2018,8.5,,0,0,0,79,93,66,,190,200,18.1,23.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/13/2018,7.61,,0,0,0,78,87,64,,360,360,17,23,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/14/2018,5.59,,0.23,0,0,74,91,63,,340,340,40,49,1,,1,,,,1,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/15/2018,11.86,,0,0,0,74,90,64,,200,200,21.9,30,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/16/2018,5.82,,1.04,0,0,76,81,69,,280,270,21.9,28,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/17/2018,6.49,,2.67,0,0,72,78,68,,130,140,14.1,17,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/18/2018,9.17,,3.86,0,0,72,81,64,,70,70,18.1,23.9,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/19/2018,10.07,,0.68,0,0,70,77,65,,200,190,19.9,23.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/20/2018,10.29,,0,0,0,76,88,71,,190,200,19.9,25.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/21/2018,6.71,,0,0,0,75,81,66,,140,110,15,23,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/22/2018,6.71,,1.38,0,0,71,85,65,,320,300,23,36.9,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/23/2018,7.61,,0.03,0,0,75,86,68,,10,10,14.1,18.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/24/2018,5.59,,0,0,0,74,85,62,,20,30,14.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/25/2018,6.93,,0,0,0,74,85,63,,200,220,17,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/26/2018,11.41,,0.02,0,0,78,88,68,,210,220,21,28,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/27/2018,9.84,,0,0,0,78,87,71,,210,210,19.9,28,,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/28/2018,5.14,,0.01,0,0,76,84,69,,170,170,16.1,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/29/2018,3.8,,0,0,0,73,82,68,,120,130,10.1,13,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/30/2018,6.93,,0.07,0,0,76,83,72,,100,90,16.1,19,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",5/31/2018,7.61,,0,0,0,77,87,72,,240,250,21,27.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/1/2018,6.04,,0,0,0,80,93,71,,260,260,21,27.1,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/2/2018,5.82,,1.49,0,0,78,87,70,,20,30,17,21,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/3/2018,12.08,,1.25,0,0,71,79,59,,360,360,23,28,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/4/2018,7.38,,0,0,0,67,83,58,,260,290,15,19,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/5/2018,5.82,,0,0,0,73,83,60,,220,220,18.1,23.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/6/2018,6.49,,0.05,0,0,71,80,62,,10,360,13,19,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/7/2018,4.92,,0,0,0,71,82,61,,140,150,14.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/8/2018,4.47,,0,0,0,73,87,60,,190,180,12.1,19.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/9/2018,7.61,,0.11,0,0,79,89,69,,340,30,21,25.9,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/10/2018,5.59,,0.44,0,0,76,87,66,,300,300,33.1,42.9,1,,1,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/11/2018,7.61,,0.22,0,0,67,70,63,,20,10,19.9,25.1,1,1,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/12/2018,5.14,,0,0,0,66,74,60,,120,110,14.1,16.1,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/13/2018,9.4,,0,0,0,73,86,66,,210,210,18.1,21.9,1,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/14/2018,6.49,,0,0,0,80,86,68,,360,10,18.1,21,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/15/2018,4.92,,0,0,0,76,86,63,,360,20,16.1,21.9,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/16/2018,2.68,,0,0,0,76,89,62,,220,210,10.1,13,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/17/2018,3.8,,0,0,0,80,91,70,,260,300,14.1,17,,,,,,,,
USW00013740,"RICHMOND INTERNATIONAL AIRPORT, VA US",6/18/2018,4.25,,0,0,0,82,94,72,,160,360,8.9,14.1,1,,,,,,1,
