DATE,HIGH,LOW,WIND,RAIN,SNOW
6/21/2021,96,74,9.62,0,0
6/22/2021,82,61,7.61,0.64,0
6/23/2021,77,59,6.04,0,0
6/24/2021,79,55,5.37,0,0
6/25/2021,82,57,4.7,0,0
6/26/2021,87,70,7.61,0.02,0
6/27/2021,90,72,7.38,0,0
6/28/2021,90,71,7.16,0,0
6/29/2021,93,72,7.83,0,0
6/30/2021,96,72,10.51,0,0
7/1/2021,96,71,8.72,1.04,0
