Date,Location,Check_Ave,Sales,Item_Count,Year
11/13,Dean's Den,6.45,876.77,280,1920
11/13,Post Office,9.54,265.61,31,1920
11/14,Dean's Den,6.39,"1,065.34",338,1920
11/14,Lou's,5.8,"2,653.82",807,1920
11/14,8:15,4.35,"3,498.83",1262,1920
11/14,Post Office,16.1,561.28,45,1920
11/14,Concessions,8.71,"8,449.00",1783,1920
11/14,Concessions,8.72,"6,180.00",1331,1920
11/14,Cellar,15.51,"3,248.37",724,1920
11/14,Tylers,7.63,"4,982.79",1182,1920
11/14,ETC,6.95,"8,354.45",2445,1920
11/14,Passport,7.84,"4,234.84",1345,1920
11/15,8:15,4.39,"1,882.27",703,1920
11/15,Tylers,7.89,"4,816.10",1147,1920
11/15,Passport,8.01,"4,164.23",1420,1920
11/15,ETC,7.52,"7,365.84",2178,1920
11/15,Cellar,16,"2,994.36",724,1920
11/15,Lou's,5.99,"1,128.27",348,1920
11/15,Post Office,24.63,737.2,32,1920
11/16,Concessions,8.29,978,296,1920
11/16,8:15,4.51,"1,092.27",406,1920
11/16,ETC,7.51,"6,293.09",1777,1920
11/16,Cellar,14.29,"3,287.17",823,1920
11/16,Passport,8.03,856.1,298,1920
11/16,Concessions,7.94,746,230,1920
11/17,ETC,7.46,"7,926.83",2382,1920
11/17,Concessions,7.89,"4,457.00",1115,1920
11/17,Cellar,18.23,"2,797.03",735,1920
11/17,Tylers,9.15,"3,392.60",735,1920
11/17,Dean's Den,6.12,837.09,276,1920
11/17,Concessions,7.45,"3,939.00",980,1920
11/17,8:15,4.34,"3,901.32",1417,1920
11/18,Lou's,6.1,"3,609.96",1126,1920
11/18,ETC,6.94,"9,277.69",2738,1920
11/18,Passport,7.32,"4,572.87",1437,1920
11/18,8:15,4.28,"4,581.15",1712,1920
11/18,Tylers,7.67,"5,027.35",1170,1920
11/18,Post Office,10.94,294.09,32,1920
11/18,Cellar,15.17,"1,811.56",472,1920
11/18,Dean's Den,5.95,"1,058.57",348,1920
11/19,Passport,7.24,"4,386.90",1432,1920
11/19,ETC,7.04,"9,408.34",2758,1920
11/19,Cellar,17.29,"1,951.16",488,1920
11/19,Tylers,7.8,"5,418.78",1263,1920
11/19,Dean's Den,5.87,955.78,307,1920
11/19,Lou's,5.68,"3,393.86",1071,1920
11/19,Post Office,24.24,751.24,34,1920
11/19,8:15,4.57,"4,977.48",1841,1920
11/20,Post Office,13.34,359.96,29,1920
11/20,Tylers,7.78,"5,861.67",1351,1920
11/20,Concessions,6.85,425,133,1920
11/20,Lou's,5.96,"3,026.19",947,1920
11/20,Cellar,16.16,"3,662.82",825,1920
11/20,Concessions,8.1,559,173,1920
11/20,Dean's Den,6.36,"1,010.52",318,1920
11/20,ETC,7.01,"8,755.36",2552,1920
11/20,Passport,7.55,"4,808.91",1567,1920
11/20,8:15,4.4,"4,788.10",1749,1920
11/21,ETC,7.2,"9,244.93",2735,1920
11/21,Passport,7.29,"4,339.71",1413,1920
11/21,Cellar,17.29,"3,088.74",728,1920
11/21,8:15,4.41,"3,834.43",1424,1920
11/21,Tylers,7.7,"4,851.93",1136,1920
11/21,Dean's Den,6.34,823.52,272,1920
11/21,Post Office,16.16,387.46,30,1920
11/21,Lou's,5.59,"2,650.46",854,1920
11/22,Post Office,18.7,521.96,32,1920
11/22,Lou's,5.29,817.96,261,1920
11/22,Tylers,7.89,"4,215.20",989,1920
11/22,Concessions,8.43,"5,896.00",1303,1920
11/22,8:15,4.56,"1,870.31",688,1920
11/22,Cellar,18.56,"2,855.91",626,1920
11/22,Concessions,8.3,"6,727.00",1468,1920
11/22,ETC,7.15,"7,009.08",2019,1920
11/22,Passport,7.53,"3,499.94",1243,1920
11/23,Cellar,16.74,"2,884.89",703,1920
11/23,Passport,9.66,976.76,323,1920
11/23,ETC,7.53,"5,635.46",1656,1920
11/23,Concessions,6.59,"6,124.00",1988,1920
11/23,Concessions,7.15,"5,308.00",1711,1920
11/23,8:15,4.7,"1,200.59",449,1920
11/24,ETC,7.73,"7,520.46",2184,1920
11/24,Cellar,18.33,"2,429.90",656,1920
11/24,Tylers,8.88,"2,966.68",652,1920
11/24,8:15,4.64,"3,655.38",1338,1920
11/24,Dean's Den,6.37,979.27,323,1920
11/25,Dean's Den,6.57,998.22,326,1920
11/25,Lou's,6.18,"2,486.92",742,1920
11/25,8:15,4.35,"3,299.59",1173,1920
11/25,Post Office,18,737.15,45,1920
11/25,ETC,7.6,"8,325.07",2455,1920
11/25,Cellar,17.11,"3,109.12",759,1920
11/25,Tylers,8.08,"4,873.40",1151,1920
11/25,Passport,7.21,"4,219.94",1458,1920
11/26,8:15,4.52,"1,373.40",512,1920
11/26,Tylers,8.55,"5,386.43",1269,1920
11/26,ETC,8.24,"4,161.28",1258,1920
11/26,Passport,7.36,"2,743.84",974,1920
11/26,Lou's,5.77,994.67,286,1920
11/26,Post Office,17.7,406.5,25,1920
11/27,Post Office,43.03,258.13,7,1920
11/27,Tylers,9.51,"1,248.57",306,1920
11/30,Cellar,0,0,,1920
11/30,Concessions,9.15,"7,707.00",1785,1920
11/30,Concessions,8.44,"7,156.00",1689,1920
12/1,ETC,8.27,"6,667.13",1943,1920
12/1,Dean's Den,6.38,757.31,248,1920
12/2,Cellar,18.07,"1,589.20",429,1920
12/2,Passport,7.21,"4,346.04",1434,1920
12/2,ETC,7.22,"9,024.16",2698,1920
12/2,Dean's Den,6.71,"1,037.94",349,1920
12/2,Post Office,27.26,"1,497.82",65,1920
12/2,8:15,4.4,"4,836.52",1781,1920
12/2,Tylers,8.08,"4,738.68",1103,1920
12/2,Lou's,5.83,"3,082.11",975,1920
12/3,Post Office,27.09,"1,273.08",59,1920
12/3,Tylers,7.93,"5,157.31",1214,1920
12/3,Lou's,6.06,"3,401.18",1078,1920
12/3,Cellar,19.3,"2,167.58",505,1920
12/3,ETC,7.11,"9,010.49",2709,1920
12/3,Passport,7.58,"4,181.71",1385,1920
12/3,Dean's Den,6.52,845.72,275,1920
12/3,8:15,4.31,"4,904.55",1819,1920
12/4,ETC,7.26,"8,798.26",2530,1920
12/4,Cellar,19.76,"5,328.72",1146,1920
12/4,Passport,7.07,"4,555.12",1507,1920
12/4,8:15,4.2,"4,739.39",1789,1920
12/4,Tylers,8,"5,282.52",1244,1920
12/4,Dean's Den,6.54,861.31,275,1920
12/4,Post Office,19.29,770.86,54,1920
12/4,Lou's,6,"3,075.17",988,1920
12/5,Post Office,19.88,675.75,31,1920
12/5,Lou's,5.79,"2,685.96",814,1920
12/5,Cellar,17.18,"3,079.78",716,1920
12/5,ETC,6.95,"7,791.04",2380,1920
12/5,Dean's Den,6.5,726.68,232,1920
12/5,Tylers,8.33,"5,298.92",1245,1920
12/5,8:15,4.34,"3,895.57",1412,1920
12/5,Passport,7.42,"3,966.63",1313,1920
12/6,Post Office,20.08,843.18,47,1920
12/6,Lou's,6.43,"1,160.41",358,1920
12/6,8:15,4.36,"2,239.68",836,1920
12/6,Cellar,17.93,"3,345.02",766,1920
12/6,Tylers,8.15,"4,244.48",988,1920
12/6,Passport,7.48,"3,459.99",1213,1920
12/6,ETC,7.39,"7,799.69",2285,1920
12/7,8:15,4.99,"2,863.62",1063,1920
12/7,Cellar,18.53,"3,614.26",892,1920
12/7,Passport,7.93,"1,481.22",512,1920
12/7,ETC,7.41,"7,074.94",2082,1920
12/8,Concessions,7.95,"5,496.00",1406,1920
12/8,Concessions,7.69,"5,446.00",1415,1920
12/8,8:15,4.43,"4,587.53",1689,1920
12/8,ETC,7.19,"8,206.98",2488,1920
12/8,Cellar,18.16,"1,979.39",540,1920
12/8,Tylers,9.42,"2,953.43",656,1920
12/9,Tylers,8.17,"4,972.82",1147,1920
12/9,8:15,4.42,"4,856.26",1790,1920
12/9,ETC,6.89,"8,067.62",2385,1920
12/9,Passport,7.84,"3,514.75",1168,1920
12/9,Cellar,16.16,"1,091.90",323,1920
12/9,Dean's Den,5.41,760.86,263,1920
12/9,Lou's,6.24,"2,402.34",768,1920
12/9,Post Office,26.69,"1,413.59",64,1920
12/10,Lou's,5.72,"1,782.33",582,1920
12/10,Dean's Den,6.25,798.21,258,1920
12/10,Post Office,19.74,"1,083.56",62,1920
12/10,Passport,8.21,"3,077.66",1071,1920
12/10,8:15,4.25,"4,079.79",1514,1920
12/10,ETC,7.4,"7,692.64",2185,1920
12/10,Tylers,7.78,"4,282.59",971,1920
12/10,Cellar,15.98,"1,144.80",345,1920
12/11,ETC,7.24,"6,940.07",2013,1920
12/11,Passport,7.81,"2,741.46",958,1920
12/11,Cellar,17.69,"1,486.22",416,1920
12/11,8:15,4.48,"4,374.58",1618,1920
12/11,Dean's Den,5.91,688.18,227,1920
12/11,Lou's,6.1,"1,332.37",399,1920
12/11,Post Office,25.55,"1,276.36",60,1920
12/11,Tylers,8.2,"3,807.16",909,1920
12/12,Lou's,6.26,"1,451.88",458,1920
12/12,Post Office,25.39,"1,345.31",64,1920
12/12,8:15,4.52,"3,958.72",1468,1920
12/12,ETC,7.92,"8,169.73",2451,1920
12/12,Passport,7.55,"2,402.37",821,1920
12/12,Cellar,15.12,"1,093.86",308,1920
12/12,Tylers,8.4,"3,790.23",886,1920
12/12,Dean's Den,6.21,594.71,202,1920
12/13,Cellar,15.39,783.17,213,1920
12/13,ETC,8.14,"6,030.99",1745,1920
12/13,Passport,7.89,"2,556.52",883,1920
12/13,Post Office,24.07,"1,491.10",79,1920
12/13,Tylers,8.09,"3,475.09",845,1920
12/13,Lou's,6.7,806.7,238,1920
12/13,8:15,4.33,"1,611.39",599,1920
12/14,8:15,4.28,759.66,286,1920
12/14,Concessions,8.93,"6,784.00",1578,1920
12/14,Concessions,8.85,"7,542.00",1664,1920
12/14,Passport,8.25,555.67,195,1920
12/14,ETC,7.65,"3,840.92",1142,1920
12/14,Cellar,15.66,794.22,222,1920
12/15,Cellar,15.02,544.35,163,1920
12/15,ETC,8.08,"4,228.00",1253,1920
12/15,Tylers,9.19,"1,017.29",237,1920
12/15,8:15,4.51,"1,649.10",601,1920
12/16,Post Office,83.46,"2,167.37",114,1920
12/16,Tylers,7.68,"1,853.91",459,1920
12/16,ETC,10.15,"4,657.24",1316,1920
12/16,Passport,7.67,"1,444.29",518,1920
12/16,8:15,4.57,"1,093.92",384,1920
12/17,ETC,10.39,"2,421.03",695,1920
12/17,Passport,8.57,"1,019.28",347,1920
12/17,8:15,5.11,453.26,167,1920
12/17,Cellar,0,0,,1920
12/17,Tylers,7.54,"1,481.46",404,1920
12/17,Post Office,50.93,"1,781.02",101,1920
12/17,Lou's,0,0,,1920
12/18,8:15,5.44,234.72,85,1920
12/18,Tylers,7.91,800.14,227,1920
12/18,ETC,8.62,737.44,222,1920
12/18,Passport,10.11,780.05,273,1920
12/18,Post Office,703.26,"1,406.40",62,1920
12/19,Post Office,26.56,743.55,45,1920
12/19,Tylers,8.42,797.37,239,1920
12/19,8:15,5.41,197.6,68,1920
12/19,ETC,9.96,425.01,134,1920
12/19,Passport,8.88,585.17,214,1920
12/20,8:15,9.36,305.24,93,1920
12/20,Tylers,8.58,590.51,176,1920
12/20,Passport,8.36,344.27,120,1920
12/20,ETC,11.46,387.26,110,1920
12/20,Post Office,25.23,907.86,39,1920
12/23,Post Office,19.07,190.69,12,1920
12/24,Post Office,36.39,254.71,8,1920
12/26,Post Office,22.21,88.85,4,1920
12/27,Post Office,42.3,169.21,5,1920
12/30,Concessions,7.55,521,162,1920
12/30,Concessions,7.81,711,220,1920
12/30,Post Office,14.58,189.18,16,1920
12/31,Post Office,17.77,53.3,4,1920
1/2,Concessions,8.61,"5,839.00",1430,1920
1/2,Tylers,9.42,683.16,188,1920
1/2,8:15,4.34,93.68,41,1920
1/2,Post Office,152.98,152.98,13,1920
1/2,Concessions,8.24,"5,816.00",1395,1920
1/3,Post Office,43.54,217.69,10,1920
1/3,ETC,0,0,,1920
1/3,8:15,4.28,142.59,52,1920
1/3,Tylers,7.82,577.25,154,1920
1/6,ETC,7.99,283.7,82,1920
1/6,Cellar,0,0,,1920
1/6,8:15,4.86,202.19,76,1920
1/6,Post Office,13.13,262.14,27,1920
1/7,Post Office,33.62,302.57,6,1920
1/7,8:15,5.02,248.33,90,1920
1/7,Cellar,0,0,,1920
1/7,ETC,7.42,265.22,85,1920
1/8,ETC,7.17,369.26,109,1920
1/8,Cellar,0,0,,1920
1/8,Post Office,61.34,245.12,17,1920
1/8,8:15,4.67,252.28,94,1920
1/9,Post Office,7.39,140.41,18,1920
1/10,Post Office,39.75,357.59,24,1920
1/10,8:15,4.49,303.41,108,1920
1/10,Lou's,0,0,,1920
1/10,ETC,8.54,"1,173.17",327,1920
1/10,Passport,0,0,,1920
1/11,Concessions,9.9,"11,498.00",2605,1920
1/11,Concessions,9.34,"11,439.00",2484,1920
1/12,Concessions,6.84,602,190,1920
1/12,8:15,4.78,129.07,44,1920
1/12,Concessions,8.16,628,196,1920
1/12,Tylers,7.43,"1,437.54",354,1920
1/12,Passport,0,0,,1920
1/12,Cellar,0,0,,1920
1/12,ETC,9.54,"10,712.04",2832,1920
1/13,Tylers,7.68,"4,638.60",1075,1920
1/13,8:15,3.9,"2,747.69",1065,1920
1/13,Cellar,15.62,"2,238.50",532,1920
1/13,ETC,8.39,"11,773.20",3067,1920
1/13,Lou's,5.79,"2,905.71",892,1920
1/13,Dean's Den,6.4,697.62,225,1920
1/13,Post Office,10.5,437.84,45,1920
1/13,Passport,6.87,"4,199.27",1385,1920
1/14,Lou's,5.77,"3,060.45",1030,1920
1/14,Dean's Den,6.88,"1,039.42",312,1920
1/14,Post Office,17.28,414.49,27,1920
1/14,Tylers,7.75,"5,363.94",1207,1920
1/14,Passport,7.41,"5,008.65",1656,1920
1/14,ETC,7.75,"10,455.38",2813,1920
1/14,Cellar,16.32,"1,923.02",516,1920
1/14,8:15,4.1,"3,294.40",1259,1920
1/15,Cellar,16.82,"3,807.71",878,1920
1/15,ETC,7.24,"8,973.44",2519,1920
1/15,Passport,7.2,"4,938.70",1567,1920
1/15,8:15,4.01,"3,554.88",1338,1920
1/15,Dean's Den,6.44,818.17,238,1920
1/15,Tylers,7.8,"5,516.83",1274,1920
1/15,Post Office,7.33,109.9,21,1920
1/15,Lou's,6.07,"3,086.77",926,1920
1/16,Lou's,5.83,"3,108.38",1032,1920
1/16,8:15,4.11,"3,165.80",1203,1920
1/16,Post Office,13.76,343.95,32,1920
1/16,ETC,7.57,"9,868.76",2727,1920
1/16,Dean's Den,5.69,858.45,268,1920
1/16,Cellar,16.35,"3,363.87",810,1920
1/16,Passport,7.34,"5,178.06",1729,1920
1/16,Tylers,7.86,"5,527.74",1282,1920
1/17,Cellar,15.9,"3,949.12",911,1920
1/17,Passport,7.8,"3,907.93",1300,1920
1/17,ETC,7.32,"7,762.93",2227,1920
1/17,Tylers,7.79,"4,161.03",962,1920
1/17,Post Office,14.94,298.75,24,1920
1/17,8:15,4.31,"1,740.57",661,1920
1/17,Lou's,6.79,"1,004.15",310,1920
1/18,8:15,4.2,716.87,252,1920
1/18,Passport,9.24,"1,544.40",515,1920
1/18,Cellar,13.44,"4,366.63",1108,1920
1/18,ETC,7.71,"7,108.67",2051,1920
1/19,ETC,8.01,"7,829.11",2251,1920
1/19,Cellar,15.87,"2,929.42",742,1920
1/19,Dean's Den,7.11,924.31,296,1920
1/19,8:15,4.45,"1,502.76",544,1920
1/19,Tylers,9.6,"3,087.09",672,1920
1/20,Post Office,2.9,2.75,1,1920
1/20,Passport,0,0,,1920
1/20,ETC,7.19,"8,818.26",2615,1920
1/20,8:15,4.33,"2,714.21",990,1920
1/20,Tylers,9.04,"5,253.72",1176,1920
1/20,Dean's Den,7.79,965.16,328,1920
1/20,Cellar,17.12,"2,427.51",611,1920
1/21,Dean's Den,7.48,"1,188.22",361,1920
1/21,Post Office,8.88,441.68,60,1920
1/21,Passport,7.31,"4,874.87",1607,1920
1/21,Cellar,16.83,"2,477.11",655,1920
1/21,Lou's,5.96,"3,989.91",1277,1920
1/21,Tylers,7.8,"6,170.20",1403,1920
1/21,ETC,7.22,"10,434.90",3130,1920
1/21,8:15,4.3,"4,156.39",1576,1920
1/22,8:15,4.12,"4,044.53",1552,1920
1/22,Concessions,8.68,"5,565.00",1231,1920
1/22,ETC,7.67,"11,075.47",3146,1920
1/22,Passport,7.23,"5,186.87",1685,1920
1/22,Tylers,7.7,"5,753.84",1320,1920
1/22,Concessions,7.88,"6,319.00",1475,1920
1/22,Lou's,6.07,"3,677.77",1153,1920
1/22,Cellar,17.74,"6,359.46",1311,1920
1/22,Dean's Den,6.82,914.32,289,1920
1/22,Post Office,13.8,537.91,43,1920
1/23,Dean's Den,6.97,"1,044.80",340,1920
1/23,Lou's,5.74,"3,211.87",1042,1920
1/23,Post Office,18.3,656.54,43,1920
1/23,Concessions,5.73,"1,737.00",491,1920
1/23,8:15,4.29,"3,742.63",1442,1920
1/23,Tylers,8.01,"6,062.28",1411,1920
1/23,Cellar,17.71,"4,045.01",913,1920
1/23,Passport,7.58,"5,117.82",1720,1920
1/23,ETC,7.99,"11,933.07",3451,1920
1/23,Concessions,6.1,"1,630.00",453,1920
1/24,8:15,4.34,"1,754.88",693,1920
1/24,Tylers,8.15,"4,778.72",1134,1920
1/24,Passport,7.68,"4,308.24",1409,1920
1/24,Cellar,16.51,"3,682.15",924,1920
1/24,Lou's,6.19,815.11,253,1920
1/24,Post Office,14.19,324.92,27,1920
1/24,ETC,7.35,"8,918.91",2634,1920
1/25,Concessions,9.87,"15,956.00",3351,1920
1/25,Concessions,10.18,"16,185.00",3442,1920
1/25,Passport,9.17,"1,053.57",329,1920
1/25,8:15,4.42,"1,050.25",397,1920
1/25,Cellar,14.74,"5,044.71",1191,1920
1/25,ETC,7.66,"7,927.62",2249,1920
1/26,Concessions,9.55,917,269,1920
1/26,ETC,8.31,"10,378.22",3119,1920
1/26,8:15,4.19,"3,345.00",1258,1920
1/26,Tylers,9.63,"3,836.19",825,1920
1/26,Dean's Den,7.15,"1,136.11",377,1920
1/26,Cellar,15.65,"2,992.00",794,1920
1/26,Concessions,7.29,503,149,1920
1/27,Lou's,6.11,"3,970.36",1320,1920
1/27,Post Office,8.23,237.6,35,1920
1/27,Cellar,17.86,"2,667.12",700,1920
1/27,Tylers,8.13,"6,490.16",1454,1920
1/27,Passport,7.52,"5,644.66",1773,1920
1/27,Dean's Den,7.16,"1,131.09",336,1920
1/27,ETC,7.69,"11,495.87",3347,1920
1/27,8:15,4.14,"4,721.96",1775,1920
1/28,Cellar,17.11,"3,051.32",759,1920
1/28,ETC,7.28,"10,943.69",3357,1920
1/28,Passport,7.61,"5,388.36",1732,1920
1/28,Dean's Den,6.92,"1,072.24",336,1920
1/28,Tylers,8.08,"6,131.09",1442,1920
1/28,8:15,3.99,"4,270.28",1622,1920
1/28,Post Office,69.9,"2,655.82",39,1920
1/28,Lou's,6.14,"3,797.99",1201,1920
1/29,Post Office,11.66,302.93,34,1920
1/29,8:15,4.22,"4,169.41",1577,1920
1/29,Lou's,6.19,"3,617.02",1143,1920
1/29,ETC,7.54,"11,361.68",3384,1920
1/29,Cellar,16.57,"5,681.21",1192,1920
1/29,Tylers,8.17,"6,322.85",1483,1920
1/29,Dean's Den,6.54,"1,203.75",380,1920
1/29,Passport,7.25,"5,654.95",1787,1920
1/30,Cellar,18.27,"3,769.75",837,1920
1/30,Passport,7.77,"5,667.63",1821,1920
1/30,ETC,7.41,"10,440.32",3063,1920
1/30,Dean's Den,6.45,"1,173.69",367,1920
1/30,Post Office,14.36,429.39,33,1920
1/30,8:15,4.43,"3,853.58",1433,1920
1/30,Tylers,8.17,"6,749.16",1593,1920
1/30,Lou's,5.93,"3,659.98",1148,1920
1/31,Post Office,13.01,415.39,37,1920
1/31,Passport,7.46,"4,017.95",1360,1920
1/31,Lou's,6.06,852.51,271,1920
1/31,8:15,4.32,"1,848.30",705,1920
1/31,Cellar,15.97,"3,677.83",852,1920
1/31,ETC,7.51,"8,392.18",2439,1920
1/31,Tylers,8.39,"4,742.81",1109,1920
2/1,Concessions,9.38,"11,940.00",2693,1920
2/1,Cellar,15.69,"4,326.24",1063,1920
2/1,Concessions,9.89,"12,247.00",2812,1920
2/1,Passport,8.59,"1,398.12",448,1920
2/1,ETC,8.18,"7,813.31",2225,1920
2/1,8:15,4.49,"1,135.42",429,1920
2/2,8:15,4.43,"3,298.75",1225,1920
2/2,Cellar,18.24,"3,275.34",709,1920
2/2,ETC,8.95,"11,447.01",3309,1920
2/2,Tylers,9.41,"2,809.73",584,1920
2/2,Dean's Den,7.03,941.69,291,1920
2/2,Concessions,8.66,563,174,1920
2/2,Concessions,8.95,340,101,1920
2/3,Dean's Den,7.01,"1,128.54",344,1920
2/3,Lou's,6.09,"4,328.97",1381,1920
2/3,Post Office,16.39,520.72,46,1920
2/3,Cellar,16.43,"2,537.58",665,1920
2/3,Tylers,8.36,"6,660.96",1496,1920
2/3,Passport,7.37,"5,538.79",1781,1920
2/3,8:15,4.17,"5,175.63",1918,1920
2/3,ETC,7.15,"11,870.60",3442,1920
2/4,Tylers,7.94,"5,647.07",1334,1920
2/4,8:15,4.3,"5,034.39",1900,1920
2/4,Passport,7.57,"5,524.44",1747,1920
2/4,ETC,6.67,"10,451.52",3196,1920
2/4,Lou's,6.01,"4,131.84",1303,1920
2/4,Cellar,16.88,"2,342.10",610,1920
2/4,Dean's Den,6.45,"1,251.23",389,1920
2/4,Post Office,15.42,492.26,38,1920
2/5,Dean's Den,6.46,"1,265.51",402,1920
2/5,Lou's,5.98,"3,770.67",1204,1920
2/5,Concessions,6.42,655,209,1920
2/5,Post Office,9,206.17,24,1920
2/5,Tylers,8.17,"6,288.51",1474,1920
2/5,8:15,4.15,"4,467.84",1707,1920
2/5,ETC,7.48,"11,165.14",3276,1920
2/5,Passport,7.62,"5,808.86",1895,1920
2/5,Cellar,16.98,"5,430.97",1174,1920
2/5,Concessions,8.39,"1,049.00",322,1920
2/6,Passport,7.56,"5,025.80",1606,1920
2/6,Tylers,8.04,"5,428.40",1276,1920
2/6,Cellar,19.47,"3,969.12",873,1920
2/6,Lou's,6.02,"3,949.48",1229,1920
2/6,Dean's Den,6.78,"1,084.49",335,1920
2/6,Post Office,9.58,253.87,28,1920
2/6,8:15,4.41,"3,875.25",1479,1920
2/6,ETC,7.69,"10,505.98",2959,1920
2/7,Lou's,5.86,"1,048.59",320,1920
2/7,ETC,7.49,"8,930.51",2593,1920
2/7,Passport,7.87,"4,073.41",1401,1920
2/7,Cellar,17.35,"3,688.43",905,1920
2/7,8:15,4.37,"1,654.18",649,1920
2/7,Tylers,8.26,"5,438.92",1292,1920
2/7,Post Office,12.98,453.28,37,1920
2/8,Cellar,14.02,"3,752.62",901,1920
2/8,ETC,7.6,"8,429.73",2459,1920
2/8,Passport,7.92,"1,483.83",491,1920
2/8,Concessions,8.1,"5,562.00",1625,1920
2/8,8:15,4.35,"1,205.43",462,1920
2/9,Tylers,9.43,"3,511.10",750,1920
2/9,8:15,4.27,"4,153.04",1576,1920
2/9,Cellar,16.05,"3,268.33",892,1920
2/9,Dean's Den,6.79,"1,160.30",358,1920
2/9,ETC,7.95,"10,587.52",3185,1920
2/10,Cellar,17.8,"3,008.36",780,1920
2/10,ETC,7.44,"11,523.73",3425,1920
2/10,Passport,7.3,"5,554.72",1822,1920
2/10,Dean's Den,7.13,"1,261.19",400,1920
2/10,8:15,308.58,"4,153.04",1996,1920
2/10,Post Office,13.02,637.24,61,1920
2/10,Tylers,8.52,"6,245.14",1435,1920
2/10,Lou's,6.19,"4,534.62",1465,1920
2/11,Post Office,11.16,398.01,38,1920
2/11,Tylers,8.27,"6,211.49",1431,1920
2/11,Lou's,6.09,"4,197.37",1352,1920
2/11,8:15,4.33,"5,043.50",1889,1920
2/11,ETC,7.52,"11,723.76",3363,1920
2/11,Cellar,15.01,"2,342.85",650,1920
2/11,Dean's Den,6.59,"1,317.52",415,1920
2/11,Passport,7.6,"5,932.91",1940,1920
2/12,Concessions,6.13,239,72,1920
2/12,Cellar,16.22,"6,014.73",1376,1920
2/12,ETC,7.29,"11,419.03",3315,1920
2/12,Dean's Den,6.57,952.03,290,1920
2/12,Post Office,16.49,657.93,63,1920
2/12,Lou's,6.03,"3,936.81",1257,1920
2/12,Passport,7.75,"5,856.91",1859,1920
2/12,Tylers,8.22,"6,351.21",1479,1920
2/12,Concessions,6.32,259,83,1920
2/12,8:15,4.27,"4,593.48",1746,1920
2/13,Post Office,10.29,236.45,28,1920
2/13,Passport,7.9,"5,660.70",1826,1920
2/13,ETC,7.32,"10,855.26",3222,1920
2/13,Cellar,17.33,"3,919.01",861,1920
2/13,Lou's,5.72,"3,387.79",1091,1920
2/13,8:15,4.4,"3,929.84",1486,1920
2/13,Dean's Den,6.31,940.78,303,1920
2/13,Tylers,7.62,"5,702.61",1328,1920
2/14,8:15,4.69,"2,034.54",736,1920
2/14,Passport,7.78,"3,858.68",1273,1920
2/14,ETC,7.84,"8,902.00",2621,1920
2/14,Post Office,14.44,618.92,48,1920
2/14,Lou's,5.91,"1,008.09",330,1920
2/14,Cellar,16.5,"3,327.38",894,1920
2/14,Concessions,6.11,"1,057.00",348,1920
2/14,Tylers,8.66,"4,582.46",1086,1920
2/15,8:15,4.51,"1,175.39",432,1920
2/15,Cellar,16.29,"4,621.23",1114,1920
2/15,ETC,7.79,"7,413.77",2110,1920
2/15,Passport,9.17,"1,629.19",544,1920
2/15,Concessions,9.41,"12,276.00",2620,1920
2/15,Concessions,12.9,"20,634.00",3875,1920
2/16,Dean's Den,6.4,908.23,271,1920
2/16,Concessions,7.34,763,238,1920
2/16,Concessions,7.32,549,173,1920
2/16,Tylers,9.1,"3,535.44",752,1920
2/16,Cellar,15.79,"2,938.48",770,1920
2/16,8:15,4.35,"3,987.79",1518,1920
2/16,ETC,7.82,"10,290.49",2982,1920
2/17,Tylers,8.25,"6,234.82",1462,1920
2/17,8:15,4.18,"5,365.91",2029,1920
2/17,ETC,7.35,"12,343.09",3659,1920
2/17,Passport,7.72,"6,044.34",1899,1920
2/17,Lou's,6.13,"4,745.63",1535,1920
2/17,Cellar,17.01,"2,760.57",736,1920
2/17,Dean's Den,6.58,"1,019.79",324,1920
2/17,Post Office,7.73,152.44,19,1920
2/18,Lou's,6.12,"4,637.77",1474,1920
2/18,Concessions,5.15,201,66,1920
2/18,Dean's Den,6.95,"1,181.19",361,1920
2/18,Post Office,12.44,421.93,42,1920
2/18,ETC,7.64,"12,171.11",3639,1920
2/18,8:15,4.3,"5,225.71",1992,1920
2/18,Passport,7.53,"5,713.27",1880,1920
2/18,Concessions,7.25,"1,567.00",458,1920
2/18,Tylers,8.03,"6,209.25",1445,1920
2/18,Cellar,15.67,"2,342.33",594,1920
2/19,Cellar,18.19,"5,999.61",1335,1920
2/19,ETC,7.5,"11,311.17",3357,1920
2/19,Passport,7.27,"5,365.71",1757,1920
2/19,Concessions,8.16,"7,217.00",1637,1920
2/19,Tylers,7.96,"5,887.36",1391,1920
2/19,Concessions,5.68,386,116,1920
2/19,Dean's Den,6.47,971.14,317,1920
2/19,Lou's,6.12,"4,060.64",1280,1920
2/19,Post Office,8.87,245,38,1920
2/19,Concessions,8.41,"6,155.00",1427,1920
2/19,8:15,4.31,"4,801.12",1802,1920
2/20,Lou's,5.74,"3,423.46",1086,1920
2/20,8:15,4.37,"3,642.32",1369,1920
2/20,ETC,7.29,"11,467.27",3389,1920
2/20,Passport,7.65,"5,611.27",1799,1920
2/20,Tylers,7.91,"5,885.73",1381,1920
2/20,Post Office,21.28,572.65,30,1920
2/20,Cellar,15.93,"3,607.35",822,1920
2/20,Dean's Den,5.91,968.91,305,1920
2/21,Cellar,16.55,"3,581.22",914,1920
2/21,Passport,7.78,"3,495.55",1247,1920
